Assemblage_Name	8207221-0-3	4-1875293-2739262	4-4887562-3947889	3773315-0-3	2166456-7487339-1	0-0-6304594	7831614-8244056-8589524	7831614-8244056-3	5293776-0-3	7300325-9439250-1	8207221-929525-3	9501243-3860803-3	8207221-0-1663873	4-97663-2739262	4-4887562-5957414	8321790-0-3	0-4103517-2414870	7126896-4-2739262	9501243-8381675-3	7108486-4103517-6304594	4-9968485-7164720	8207221-4667714-3	4-7745393-445476	8207221-0-2948167	4-4887562-2739262	4-1909130-4715500	7831614-8776633-3	0-4103517-6304594	9501243-7744247-3	2502173-9041106-6304594	0-0-1	4-4887562-1225719	6080373-4887562-7164720	2502173-4103517-6304594	879879-0-4449125	391717-0-3	4-4887562-7034571	4-1909130-1906427	4-7487339-9418514	2502173-8862954-5141597	1-2-4	4-2470249-445476	8207221-0-4449125	4-880326-1906427	4137383-0-3	4-3323347-1	4-4887562-6852726	9672039-0-3	8300519-0-3	4-5925713-7164720	4-9439250-1	6329981-8244056-3	9655959-4887562-7164720	9501243-0-3	4-4887562-8940479	8207221-0-7797694	2038249-0-3	4-4634246-3947889	9501243-0-3009404	7864810-0-3	4-4-2739262	4-9501788-7164720	2502173-4103517-3065585	1980317-9439250-1	8207221-9375265-3	4-6973950-7164720	4-2747585-7164720	4-4887562-7164720	1647353-6302350-6304594	2516516-0-3	9501243-249260-3	4-9439250-4715500	4-4887562-2820100	4-2256672-7164720	862007-9375265-3	4-6923154-7164720	2262132-0-3	8207221-0-9212028	8207221-0-1716991	2731182-0-3	7831614-0-3	4-0-1	9501243-7744247-6608057	747565-0-3	4-7487339-1	2502173-6302350-6304594	4-2470249-167767	4-4-0	8207221-1652727-3	2502173-5608888-5141597	4262556-0-3	8207221-725530-3	5547603-4887562-7164720	2502173-6302350-726472	4-2592034-7164720	4-7487339-5698709	9896514-5608888-5141597
assemblage-956-115	102	0	34	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	8	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	13
assemblage-375-787	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	30	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	10
assemblage-987-763	187	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0	0	75	0	0	113	0	0	0	0	0	4	0	0	0	0	0	0	0	23	0	0	0	0	8	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-300-862	114	0	9	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	70	0	35
assemblage-532-763	110	0	17	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	11	0	36	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	10
assemblage-181-462	134	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	64	0	0	0	7	0	0	0	0	15
assemblage-943-371	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	14	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	12	0	0	0	0	15	0	0	0	0	0	0	8
assemblage-866-109	70	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	81	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	47	0	0	10	0	0	0	14
assemblage-877-569	104	0	0	0	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	79	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	14	0	0	0	0	0	0	0	0	18
assemblage-877-568	110	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	15	0	0	0	0	0	0	0	0	26
assemblage-857-558	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	127	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	33	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	15	0	0	0	0	0	0	0	0	21
assemblage-510-208	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	81	8	0	0	0	148	0	0	0	0	0	0	20
assemblage-617-440	109	0	22	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	20	0	28	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	31	0	22
assemblage-881-672	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-573-213	91	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	9	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	65	0	0	0	0	6	0	13
assemblage-637-432	117	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	71	0	95	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	79	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	19	0	0	0	0	0	0	22
assemblage-698-780	139	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	17	0	0	8	54	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	42	0	0	85	0	11	0	0	27	0	0	0	0	0	0	0	0	0	0	10
assemblage-863-648	112	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	13	0	0	0	0	0	0	0	0	15
assemblage-871-116	24	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	136	0	0	0	0	0	0	0	0	0	0	0	0	28	0	3	0	92	0	0	0	0	150	0	0	0	0	0	0	24
assemblage-239-219	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	182	0	0	0	0	0	34	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	5	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	78	0	0	0	0	0	0	0	0	0	0	12
assemblage-124-179	76	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	29	15	0	0	0	0	15	22	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	10	0	0	43	0	0	0	35	9	0	0	0	54	0	0	0	0	0	0	24
assemblage-961-129	142	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	19	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	9	46	0	0	0	0	0	0	16
assemblage-867-659	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	155	0	0	35	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	16	0	0	0	7	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	43	0	0	0	0	0	0	0	0	12
assemblage-908-762	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	10	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	35	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	4
assemblage-781-955	47	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	90	0	0	0	0	0	5	0	0	0	0	33	0	0	55	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	82	28	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	14
assemblage-94-496	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	8
assemblage-816-142	249	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	48	0	0	11	0	0	0	0	0	10	4	0	0	0	0	0	0	0	11	0	0	0	0	0	7	0	0	0	0	65	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-818-149	71	0	0	0	0	0	0	0	0	0	0	21	0	0	0	6	0	0	0	0	0	0	6	0	20	0	0	21	0	0	0	0	0	12	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	13	0	0	0	0	0	0	0	0	65	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	53	0	0	0	0	0	0	11
assemblage-963-905	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	13
assemblage-844-834	148	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	48	0	25
assemblage-603-766	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	5	13	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	19	0	0	6	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	15
assemblage-672-954	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	197	0	10	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-104-483	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11
assemblage-289-864	120	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	78	0	21
assemblage-269-930	120	0	0	0	0	0	0	0	0	9	0	0	0	7	0	0	0	0	0	0	0	0	0	0	69	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	12	0	0	0	0	0	0	0	0	12
assemblage-176-112	175	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	14	42	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-440-414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	56	0	0	20	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	18
assemblage-570-232	23	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	162	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	66	0	0	0	0	20	0	0	0	0	26	20	7
assemblage-969-101	134	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	22	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	8	34	0	0	0	0	0	0	21
assemblage-632-438	102	0	6	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	10	0	35	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	14
assemblage-754-596	101	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	110	0	0	0	0	22	0	0	0	0	0	0	6
assemblage-753-307	23	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	149	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	55	0	0	0	0	27	0	0	0	0	26	14	8
assemblage-108-487	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	151	0	0	28	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	13	0	0	0	11	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	49	0	0	0	0	0	0	0	0	7
assemblage-843-805	98	0	11	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	15	0	42	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	6	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	12
assemblage-205-456	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	74	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	20
assemblage-719-315	66	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	15	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	67	0	0	0	0	0	0	11
assemblage-864-95	41	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	13	11	0	111	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	100	0	0	0	0	137	0	0	0	0	0	0	22
assemblage-124-770	66	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	12	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	76	0	0	0	0	0	0	18
assemblage-180-470	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	35	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	13
