Assemblage_Name	6905183-3680828-1	3-3095721-1	3-1423406-1	1-1-9420313	3451385-0-1	3737745-1-4	3662014-0-1	6707198-1429155-4	2-9634874-1	3-1067370-1	1-9963768-4	3-3-4	8309227-3680828-1	3-4379935-1	1-1-4	9298144-1-9420313	3-9082551-1	1024542-0-1	1-2738701-4	1-2738701-6702610	3-9431558-1	8510096-2738701-4	3-3680828-1	572395-1-4	3-6985314-1	1-5023111-9420313	3-3608503-1	6707198-1-6693260	4234597-1-1	3-9876333-1	2-6942474-1	2-3953944-1	6707198-1543284-8776825	6707198-1-9784132	2-4-7736494	6707198-2560203-4	1-1-745671	2-4-3971221	3-0-4788306	2-4-6333619	2-4-1	2-2061729-1	2-4-6862965	2788490-4-1	3-0-1	3-3680828-2087846	2-4-426087	2654469-4-7587051	3499765-4-1	6707198-1-4	4234597-3329041-1	6707198-1429155-8776825	1-1-3292694	2-1-3455956	2654469-4-1	2240274-4-1	2135425-1-9420313	1505011-2738701-4	1-1-1478923	6719677-4-1	9238492-2738701-4	3-0-8201927	2-1-1	2-3729449-1	8381734-4-1	3-1300398-1	1-8634573-9420313	7791480-3680828-1	1-2738701-4357986
assemblage-249-243	0	0	24	141	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	71	0	0	0	140	0	0	0	0	6	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-572-227	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	106	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	185	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-297-850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	115	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	18	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3
assemblage-280-849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	167	0	0	0	0	0	0	0	9	0	0	0	8	0	0	0	0	0	68	0	0	0	129	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9
assemblage-373-790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	13
assemblage-292-849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	111	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	15	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
assemblage-963-933	0	0	0	0	0	0	0	0	0	0	0	21	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	13
assemblage-130-147	0	0	8	0	0	0	0	42	0	0	0	0	0	20	0	0	0	0	56	0	28	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	14
assemblage-990-752	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	40	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	45	0	0	0	158	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	13
assemblage-585-782	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	18	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	298	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	10
assemblage-505-367	0	0	0	0	0	0	0	5	0	18	0	0	0	0	0	0	0	0	13	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	13
assemblage-828-162	0	0	21	189	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	44	0	0	0	136	0	0	0	0	9	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-116-774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	73	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	12	0	0	0	261	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-612-439	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	114	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-986-762	0	0	0	131	0	0	0	0	0	0	0	0	0	0	26	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	104	0	0	0	165	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	9
assemblage-842-827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	112	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	27	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5
assemblage-727-310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	271	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-869-510	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	9	5	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-747-973	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	9	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-958-854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	65	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	4	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	11	0	0	0	0	0	6
assemblage-951-364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	34	0	0	0	285	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-874-113	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	35	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	284	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	13
assemblage-493-666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-618-424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	106	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-274-943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	58	0	0	29	0	22	0	0	0	0	12	0	0	0	0	24	0	0	0	0	0	0	98	0	0	0	98	0	45	0	0	36	0	0	0	0	33	0	0	0	0	0	0	0	8	0	0	0	0	0	12
assemblage-532-222	0	0	0	0	0	0	0	37	0	0	0	0	0	20	0	0	0	0	66	0	24	0	50	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	17	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-946-393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	40	0	0	0	285	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-523-779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	158	0	0	0	0	0	0	0	7	0	0	0	9	0	0	0	0	0	49	0	0	0	147	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	7
assemblage-931-759	0	0	0	45	0	0	0	0	0	0	0	6	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	3	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	102	0	0	0	0	0	11
assemblage-983-911	0	0	0	0	0	0	0	0	0	0	0	21	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	9
assemblage-495-669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-491-652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-667-963	0	0	0	119	0	0	0	0	0	0	0	0	0	0	10	0	0	0	13	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	107	0	0	0	163	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	17
assemblage-134-140	0	0	38	126	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	17	0	0	0	0	0	0	0	0	21	0	0	0	0	109	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-283-928	0	0	0	3	0	0	0	0	0	0	0	0	0	0	30	0	0	0	51	0	0	29	0	21	0	0	0	0	4	0	0	0	0	21	0	0	0	0	0	0	92	0	0	0	117	0	54	0	0	41	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-831-823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	143	0	0	0	0	0	0	0	12	0	0	0	16	0	0	0	0	0	46	0	0	0	173	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12
assemblage-902-948	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	10	0	0	0	10	0	0	0	0	0	0	0	0	28	0	10	0	0	42	0	0	0	306	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-538-778	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	116	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-964-845	0	0	0	48	0	0	0	0	0	0	0	0	0	0	78	0	0	0	14	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	6	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	104	0	0	0	0	0	14
assemblage-763-598	0	0	0	0	0	0	5	115	0	0	0	0	0	0	0	0	0	0	6	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8
assemblage-601-779	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	8	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	48	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-254-259	0	0	0	60	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	18	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	106	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-901-846	0	0	0	55	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	95	0	0	0	206	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-494-668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-595-777	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12	0	0	0	16	0	0	0	0	0	0	0	0	27	0	11	0	0	60	0	0	0	289	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-436-415	0	15	0	132	0	0	0	0	0	0	41	78	0	0	116	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-945-378	0	0	0	21	0	0	0	34	0	5	0	0	0	0	0	0	0	0	32	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	16	0	0	0	264	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	8
assemblage-771-953	0	0	0	156	0	0	0	0	0	0	0	0	0	0	43	11	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	12
assemblage-760-951	0	0	0	167	0	0	0	0	0	0	0	0	0	0	40	19	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	18
assemblage-428-409	0	8	0	130	0	0	0	0	0	0	54	55	0	0	106	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-955-925	0	0	0	0	0	0	0	0	0	0	0	42	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	11
assemblage-496-654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-978-756	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	41	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	57	0	0	0	136	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	8
assemblage-863-503	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	8	13	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	13	0	0	0	7
assemblage-843-802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	143	0	0	0	0	0	0	0	14	0	0	0	14	0	0	0	0	0	42	0	0	0	134	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11
assemblage-703-781	0	0	27	126	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	8	0	0	22	0	0	0	0	0	0	0	0	35	0	0	0	0	81	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-243-235	0	0	26	167	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	64	0	0	0	111	0	0	0	0	14	0	0	0	0	12	0	8	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-824-163	0	0	0	149	0	0	0	0	0	0	0	0	0	0	18	23	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	16
assemblage-751-589	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	76	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	47	0	0	0	283	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-503-216	0	0	42	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0	0	23	0	0	0	0	0	0	0	0	12	0	0	0	0	82	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-444-418	0	9	0	145	0	0	0	0	0	0	34	71	0	0	107	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-902-784	0	0	0	47	0	0	0	0	55	0	0	0	0	0	78	0	0	0	10	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	18	0	0	0	0	40	0	0	0	0	26	0	0	0	0	0	0	0	97	0	0	0	0	0	17
assemblage-564-224	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	104	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	171	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-920-795	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	10	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	15
assemblage-951-379	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	71	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	46	0	0	0	294	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-775-939	0	0	34	165	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	43	0	0	0	108	0	0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-975-756	0	0	0	26	0	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	26	0	0	0	229	0	0	0	0	33	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-901-928	0	0	18	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	0	27	0	0	0	0	0	0	0	0	14	0	0	0	0	107	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-692-760	0	0	11	38	0	0	0	12	0	0	0	0	0	0	0	0	0	0	8	0	0	0	7	29	0	0	0	0	0	0	0	0	0	0	0	53	0	8	0	0	32	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-505-653	0	0	0	30	0	0	0	0	36	0	12	19	0	0	48	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	29	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	74	0	0	0	0	0	21
assemblage-255-237	0	0	25	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	67	0	0	0	119	0	0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-564-226	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	110	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-941-790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	47	0	0	0	283	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-206-394	0	0	0	27	0	0	0	0	0	0	0	0	0	0	5	0	0	0	99	0	0	28	0	7	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	51	0	0	0	146	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	5
assemblage-947-379	0	0	0	0	0	0	10	66	0	0	0	0	0	0	0	0	0	0	18	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7
assemblage-156-102	0	0	0	18	0	0	0	0	13	0	0	0	0	0	5	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	42	0	0	0	252	0	0	0	0	32	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-885-841	0	0	0	187	0	0	0	0	0	0	0	0	0	0	28	18	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	12
assemblage-505-214	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	124	0	0	0	78	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-858-122	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	10	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-787-946	0	0	0	61	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	17	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	121	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-171-84	0	0	0	10	0	0	0	0	31	0	0	0	0	0	85	0	0	0	71	0	0	0	7	62	0	0	0	3	0	0	0	0	0	6	0	31	0	0	0	0	24	0	0	0	83	0	0	0	0	53	0	0	0	0	7	0	0	0	0	16	0	0	8	0	0	0	0	0	3
assemblage-908-840	2	0	0	12	0	0	0	0	11	0	0	0	0	0	14	0	0	0	77	0	0	0	119	17	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	55	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5
assemblage-965-927	0	0	0	0	0	0	0	0	0	0	0	34	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	16
assemblage-876-927	0	0	15	31	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	28	0	0	0	0	0	0	0	0	0	0	0	42	0	3	0	0	52	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-199-476	0	0	0	27	0	0	0	0	0	0	0	0	0	0	103	0	0	0	78	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	63	0	0	0	0	0	0	0	0	20	81	0	0	0	0	0	0	0	25	0	0	0	0	0	13
assemblage-504-227	0	0	6	3	0	0	0	36	0	0	0	0	0	22	0	0	0	0	69	0	29	0	62	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	19	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-595-776	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	19	0	0	0	0	0	0	0	0	26	0	7	0	0	63	0	0	0	306	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-939-116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	194	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
assemblage-752-302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	213	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-195-455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	34	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	15	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	12	0	0	0	0	0	8
assemblage-718-296	0	0	0	22	0	0	15	42	0	0	0	0	0	0	0	0	0	19	22	0	0	0	171	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3
