Assemblage_Name	4363126-3-2	2-3-8338296	6441670-3-2	5219962-3-4	2-3253914-2	0-4-2659511	0-7070748-4	3-3-5406091	1725925-3-2	0-3157147-4	0-8647199-4	4-5448828-3450281	9456011-8954137-4	7033135-2-3450281	1-8645352-2	2013564-4-4	7405693-9956600-4	0-5237066-4	4007745-4-3027235	7405693-8954137-1366898	3854589-4-4930098	7502991-4372892-4232200	9784565-1049097-4	2-3204267-2	3-2-5642900	4363126-6865945-2	4544868-3-2	2-9712952-2	2-3792762-2	9668214-3-2	2013564-2371518-4	3-3-4	8691226-4-4	5165082-2989059-3450281	1554987-2-3450281	0-4-4	2-3-5348958	4675050-0-0	0-4-7751094	258360-9878449-4	3-3-1323936	7287641-4-4	0-4-6697543	7405693-8954137-4	7405693-8954137-1560210	4719668-8954137-4	9390171-3-8338296	682206-3-2	3414814-4-4	7405693-9263072-4	2-3-4946789	8053559-3-2	1627855-3-2	5193357-3844750-4	4007745-4-4154718	2-3-2	3-3-5073066	0-8954137-2950730	2-3-5367810	8352338-8647199-4	4007745-4-4930098	0-8846655-4	0-7947594-4	1-3-2	0-141306-4	3786474-7029872-4	7405693-8954137-158742	3786474-9767027-4	8721563-8954137-4	5428043-8954137-4	5366099-3-2	0-4-6259526	3-3759514-4	2029889-3-2	1-0-0	0-8954137-7026334	5817388-4-4	0-6520023-4	0-1998000-7751094	4-2-1561475	4-2-3450281	7405693-8954137-9675882	2-7762486-2	0-7766596-4	0-4-5197382	4996163-8954137-4	5366099-6774223-2	1480813-3-2	9784565-4-4	936612-4-4	0-8954137-4	3786474-8772771-4	3786474-4372892-4	3-9587356-4	2-3-2045845	4007745-4-4	9784565-4-451738	0-4-9153716	8721563-8954137-6013205
assemblage-557-394	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	76	0	0	0	0	0	0	0	48	0	0	0	0	0	16	13	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	21	0	0	8	0	0	0	0	0	0	35	0	76	0	0	27	0	0	26
assemblage-371-326	0	13	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	73	0	0	0	0	0	0	0	40	0	0	0	0	0	16	14	0	0	0	0	94	0	0	0	0	6	0	0	0	0	0	12	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	27	0	76	0	0	28	0	0	34
assemblage-377-570	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	119	0	0	0	0	5	0	0	72	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	50	0	15	0	0	0	0	0	39
assemblage-390-415	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	41	0	0	0	49	0	4	0	0	19	0	0	38	0	0	0	0	0	0	0	0	0	0	0	36	3	0	0	0	0	0	0	36	0	0	0	0	0	0	17	0	4	0	0	0	0	0	10	12	90	0	0	0	0	0	9	0	0	0	77	0	0	0	0	0	0	0	37
assemblage-394-439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	5	0	0	0	0	0	0	29	0	0	0	0	76	0	0	0	0	10	0	0	48	0	0	0	0	0	0	15	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	56	0	40	0	0	30	0	0	34
assemblage-649-566	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	0	102	19	0	0	0	0	0	0	30	0	0	14	0	0	0	0	0	0	0	0	91	0	0	0	0	39	0	0	0	0	0	0	9	16	0	0	0	0	7	0	0	0	0	0	0	8	0	0	0	0	0	0	0	37	0	0	0	21	0	0	0	0	0	71
assemblage-603-296	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	49	0	0	0	20	0	0	0	0	7	0	0	47	0	0	0	0	0	0	0	0	0	0	0	21	3	0	0	0	0	0	0	30	0	0	0	0	0	0	17	0	3	0	0	0	0	0	7	9	130	0	0	0	0	0	12	0	0	0	81	0	0	0	0	0	0	0	27
assemblage-538-178	4	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	12	0	0	0	0	93	20	0	0	0	0	0	0	36	0	0	16	0	0	0	0	0	0	0	12	73	0	0	0	0	27	0	0	0	0	0	0	0	25	0	0	0	0	7	0	0	0	0	0	0	9	0	0	0	0	0	0	0	33	0	0	0	27	0	0	0	0	0	67
assemblage-641-489	0	5	0	0	0	0	9	0	0	0	34	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	17	0	0	0	0	99	6	0	0	0	0	0	0	37	0	0	22	0	0	0	0	0	0	0	0	71	0	0	0	0	37	0	0	0	0	0	0	20	20	0	0	10	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	21	0	0	0	0	0	51
assemblage-616-551	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	66	0	0	0	0	0	0	0	53	0	0	0	0	0	15	16	0	0	0	0	99	0	0	0	0	6	0	0	0	0	0	12	0	8	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	32	0	67	0	0	24	0	0	46
assemblage-418-418	0	9	0	0	13	0	0	0	4	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	76	15	0	0	0	0	0	0	24	0	0	0	0	0	9	0	0	0	0	0	107	0	0	7	0	5	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	9	0	78	0	0	13	0	0	54
assemblage-587-430	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	86	0	0	0	0	16	0	0	55	0	0	0	0	0	0	15	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	52	0	32	0	0	33	0	0	28
assemblage-318-446	14	0	0	0	0	0	0	0	0	6	36	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	17	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	37	0	0	10	0	0	0	0	15	0	0	0	42	0	0	0	0	33	0	17	0	0	0	0	22	27	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	7	0	0	21	0	0	0	6	0	0	0	7	0	48
assemblage-591-436	0	0	0	0	0	0	0	9	0	0	0	0	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	42	0	0	10	55	0	0	0	0	20	0	0	47	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	42	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	9	71	0	0	0	0	0	0	0	0	0	76	0	11	0	0	0	0	0	28
assemblage-296-526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	112	0	35	4	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	32	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	49
assemblage-266-508	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	10	0	0	7	0	0	0	0	109	6	0	0	0	0	0	0	27	0	0	15	0	0	0	0	0	0	0	0	94	0	0	0	0	37	0	0	0	0	0	0	0	16	0	0	0	0	15	0	0	0	0	0	0	3	0	0	0	0	0	0	0	27	0	0	0	32	0	0	0	0	0	58
assemblage-695-531	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	123	0	0	0	0	4	0	0	47	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	4	0	0	54	0	0	0	0	0	0	0	0	0	65	0	23	0	0	2	0	0	30
assemblage-388-522	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	109	0	0	0	0	28	0	0	45	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	23	0	0	17	0	0	0	0	0	0	0	0	0	0	0	10	0	88	0	0	0	0	0	0	0	0	0	38	0	19	0	0	4	0	0	39
assemblage-402-587	0	0	0	0	7	0	0	0	10	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	82	13	0	0	0	0	0	0	26	0	0	0	0	0	3	0	0	0	0	0	85	0	0	0	0	21	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	9	0	11	0	0	0	0	0	0	0	12	0	55	0	9	8	0	0	57
assemblage-648-678	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	16	47	0	0	0	33	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	36	9	0	0	0	0	0	0	29	0	0	0	0	0	0	8	0	0	0	0	0	0	0	5	10	106	0	0	0	0	0	4	0	0	0	80	0	0	0	0	0	0	0	47
assemblage-457-430	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	22	0	0	0	41	0	0	0	0	10	0	0	50	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	35	0	0	0	0	0	0	14	0	11	0	4	0	0	0	5	7	106	0	0	0	0	0	8	0	0	0	84	0	0	0	0	0	0	0	45
assemblage-676-543	0	0	0	0	0	0	0	8	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	49	0	0	11	36	0	0	0	0	25	0	0	68	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	88	0	0	0	0	0	0	0	0	0	78	0	8	0	0	0	0	0	40
assemblage-518-329	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	101	0	0	0	0	19	0	0	42	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	12	0	0	30	0	0	0	0	0	0	0	0	0	0	0	4	0	66	0	0	0	0	0	0	0	0	0	56	0	7	0	0	11	0	0	40
assemblage-658-550	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	78	0	0	0	0	0	0	0	69	0	0	0	0	0	12	10	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	32	0	75	0	0	19	0	0	14
assemblage-720-545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	97	0	15	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	33	0	0	0	0	0	0	31	0	0	0	6	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	48
assemblage-413-510	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	151	0	0	0	0	8	0	0	52	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	53	5	0	0	0	0	0	0	0	0	83	0	20	0	0	5	0	0	21
assemblage-417-539	0	15	0	0	7	0	0	0	4	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	89	7	0	0	0	0	0	0	31	0	0	0	0	0	9	0	0	0	0	0	121	0	0	0	0	14	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	5	0	52	0	1	8	0	0	58
assemblage-549-367	4	5	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	16	0	0	0	0	100	12	0	0	0	0	0	0	30	0	0	21	0	0	0	0	0	0	0	0	93	0	0	0	0	30	0	0	0	0	0	0	4	24	0	0	0	0	6	0	0	0	0	0	0	11	0	0	0	0	0	0	0	30	0	0	0	22	0	0	0	0	0	51
assemblage-649-269	7	0	0	0	0	0	2	0	0	0	37	0	0	0	0	0	0	0	2	0	0	13	10	0	0	6	0	9	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	40	0	0	13	0	0	0	0	10	0	0	0	46	0	0	0	0	28	0	8	0	0	0	0	30	36	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	9	0	0	0	14	0	50
assemblage-685-459	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	60	0	0	0	0	0	0	0	41	0	0	0	0	0	25	9	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	33	0	59	0	0	26	0	0	42
assemblage-405-228	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	116	0	0	0	0	8	0	0	64	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	61	0	23	0	0	9	0	0	32
assemblage-405-545	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	99	0	0	0	0	0	0	0	43	0	0	0	0	0	19	21	0	0	0	0	94	0	0	0	0	0	0	0	0	0	12	9	0	5	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	31	0	60	0	10	20	0	0	26
assemblage-549-340	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	19	0	0	0	0	115	9	0	0	0	0	0	0	27	0	0	14	0	0	0	0	0	0	0	0	103	0	0	0	0	35	0	0	0	0	0	0	12	18	0	0	0	0	7	0	0	0	0	0	0	8	0	0	0	0	0	0	0	24	0	0	0	31	0	0	0	0	0	50
assemblage-532-424	15	0	0	0	0	0	8	0	0	0	33	0	0	0	0	0	0	0	4	0	0	21	7	0	0	6	0	11	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	36	0	0	18	0	0	0	0	4	0	0	0	38	0	0	0	9	30	0	6	0	0	0	0	27	30	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	36	0	0	0	17	0	0	0	0	0	50
assemblage-559-455	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	104	0	16	4	0	0	0	0	16	0	0	0	9	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	28	0	0	0	0	0	0	26	0	0	0	2	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	39
assemblage-471-550	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	3	108	0	0	0	0	15	0	0	63	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	13	0	0	33	0	0	0	0	0	0	0	0	0	0	0	9	0	77	0	0	0	0	0	0	0	0	0	38	0	20	0	0	4	0	0	27
assemblage-617-323	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	0	115	0	0	0	0	14	0	0	48	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	10	0	15	0	0	23	0	0	0	0	0	0	0	0	0	0	0	3	0	70	0	0	0	0	0	0	0	0	0	55	0	9	0	0	0	0	0	43
assemblage-381-447	0	4	0	0	6	0	0	0	12	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	91	6	0	0	0	0	0	0	26	0	0	0	0	0	3	0	0	0	0	0	130	0	0	0	0	7	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	13	0	6	0	0	0	0	0	6	0	3	0	66	0	0	0	0	0	50
assemblage-457-537	0	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	92	0	0	0	0	4	0	0	60	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	57	0	31	0	0	7	0	0	42
assemblage-559-518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	88	0	0	0	0	8	0	0	72	0	0	0	0	0	0	16	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	63	0	42	0	0	22	0	0	21
assemblage-441-323	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	80	0	0	0	0	0	0	0	46	0	0	0	0	0	12	26	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	7	0	0	0	0	0	0	39	0	59	0	0	21	0	0	31
assemblage-572-411	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	41	0	0	9	56	0	0	0	0	17	0	0	62	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	77	0	0	0	0	0	0	0	0	0	69	0	7	0	0	0	0	0	55
assemblage-470-601	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	116	0	20	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	35	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	48
assemblage-331-488	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	90	0	0	0	0	0	0	0	33	0	0	0	0	0	14	10	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	32	0	65	0	0	24	0	0	44
assemblage-456-628	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	128	0	0	0	0	4	0	0	58	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	56	0	25	0	0	10	0	0	34
assemblage-652-467	11	0	0	0	0	0	13	0	0	7	34	0	0	0	0	0	0	0	0	0	0	22	6	0	0	0	0	3	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	33	0	0	10	0	0	0	0	5	0	0	0	41	0	0	0	0	23	0	8	0	0	0	0	20	22	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	10	0	0	0	0	0	72
assemblage-643-414	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	74	0	0	0	0	5	0	0	50	0	0	0	0	0	18	20	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	29	0	53	0	0	32	0	0	28
assemblage-595-664	0	10	0	0	15	0	0	0	18	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	72	3	0	0	0	0	0	0	31	0	0	0	0	0	13	0	0	0	0	0	100	0	0	0	0	11	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	14	0	5	0	0	0	0	0	4	0	2	0	76	0	0	8	0	0	43
assemblage-401-535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	104	0	14	0	0	0	0	9	10	0	0	0	3	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	18	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	44
assemblage-334-568	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	114	0	0	0	0	9	0	0	62	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	20	0	0	21	0	0	0	0	0	0	0	0	0	0	0	3	0	85	0	0	0	0	0	0	0	0	0	34	0	16	0	0	0	0	0	40
assemblage-340-439	20	0	0	0	0	0	11	0	0	0	32	0	0	0	0	0	0	0	7	0	0	10	15	0	0	0	0	9	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	44	0	0	10	0	0	0	0	5	0	0	0	59	0	0	0	0	18	0	8	0	0	0	0	21	38	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	4	0	0	26	0	0	0	0	0	0	0	0	0	52
assemblage-617-545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	84	0	19	0	0	0	0	0	11	0	0	0	8	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	33	0	0	0	0	0	0	26	0	0	0	13	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	53
assemblage-546-560	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	39	0	0	0	39	0	0	0	0	4	0	0	27	0	0	0	0	0	0	0	0	0	0	0	36	9	0	0	0	0	0	0	31	0	0	0	0	0	0	10	0	0	0	0	0	0	0	5	10	106	0	0	0	0	0	10	0	0	0	92	0	0	0	0	0	0	0	31
assemblage-701-642	0	0	6	0	0	0	0	0	0	0	0	0	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	56	0	0	5	50	0	0	0	0	21	0	0	63	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	49	0	0	0	0	0	9	0	0	0	73	0	14	0	0	0	0	0	36
assemblage-644-557	0	0	0	0	0	0	0	10	0	0	0	0	14	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	19	36	0	0	7	37	0	0	0	0	15	0	0	56	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	102	0	0	0	0	0	0	0	0	0	96	0	10	0	0	0	0	0	25
assemblage-395-617	0	9	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	0	0	14	0	0	0	0	112	2	0	0	0	0	0	0	31	0	0	14	0	0	0	0	0	0	0	0	87	0	0	0	0	31	0	0	0	0	0	0	7	29	0	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0	0	0	0	27	0	0	0	25	0	0	0	0	0	51
assemblage-366-456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	44	0	0	0	104	0	23	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	32	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	43
assemblage-655-541	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	100	0	0	0	0	20	0	0	60	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	18	0	0	17	0	0	0	0	0	0	0	0	0	0	0	8	0	84	0	0	0	0	0	0	0	0	0	47	0	22	0	0	5	0	0	39
assemblage-493-392	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	53	0	0	3	45	0	0	0	0	14	0	0	89	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	72	0	0	0	0	0	0	0	0	0	74	0	11	0	0	0	0	0	53
assemblage-410-494	0	5	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	105	12	0	0	0	0	0	0	38	0	0	24	0	0	0	0	0	0	0	0	75	0	0	0	0	45	0	0	0	0	0	0	0	28	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	43	0	0	0	26	0	0	0	0	0	45
assemblage-545-352	0	0	0	0	0	0	0	6	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	60	0	0	4	41	0	0	0	0	17	0	0	57	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	75	0	0	0	0	0	0	0	0	0	76	0	1	0	0	0	0	0	36
assemblage-528-259	12	0	0	0	0	0	0	0	0	4	39	0	0	0	0	0	0	0	9	0	0	8	33	0	0	8	0	5	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	50	0	0	10	0	0	0	0	10	0	0	0	41	0	0	0	0	31	0	11	0	0	0	0	27	19	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	7	0	55
assemblage-390-298	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	55	0	0	0	0	0	0	0	47	0	0	0	0	0	17	12	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	13	0	0	5	0	0	0	0	0	0	38	0	53	0	0	26	0	0	33
