Assemblage_Name	0-4-1176888	1-1-0	1-1-2	2597970-4-9640881	2760152-1-0	3924539-0-0	3-3-3	2597970-4108344-6658736	3-9599116-0	2597970-4-1	3-4-1	0-4-2	0-4-181774	2-2-4	4-4925830-0	2597970-4-8635923	4-0-0	4-0-4	3-4-3823792	2-1-680699	0-9988645-1176888	2112414-0-4	1-2050405-0	7259670-4-1176888	3-4-3567654	3-4-0	3308252-1-0	1-1-7748515	1120511-1-0
assemblage-612-665	33	62	0	0	0	0	0	0	0	0	0	43	118	0	0	0	0	24	0	0	58	0	13	45	0	89	14	0	1
assemblage-432-615	100	57	0	0	0	18	0	0	0	0	31	94	0	0	0	14	0	79	0	0	0	0	0	0	0	99	0	0	8
assemblage-767-668	158	8	0	0	0	0	0	0	0	0	41	74	11	0	0	0	0	62	0	0	0	0	0	0	0	138	0	0	8
assemblage-525-510	167	16	0	0	0	0	0	0	0	0	32	66	15	0	0	0	0	65	0	0	3	0	0	0	0	136	0	0	0
assemblage-543-479	110	56	0	0	0	0	0	0	0	0	31	96	61	0	0	0	0	28	0	0	26	0	0	0	0	89	0	0	3
assemblage-275-306	121	59	0	0	0	0	0	0	0	0	28	77	66	0	0	0	0	32	0	0	19	0	0	0	0	97	0	0	1
assemblage-436-616	22	110	0	0	0	0	0	0	6	0	0	28	72	0	0	0	0	29	0	0	4	0	34	75	0	98	16	0	6
assemblage-535-590	156	23	0	0	0	0	0	0	0	0	48	67	13	0	0	0	0	63	0	0	8	0	0	0	0	122	0	0	0
assemblage-496-517	38	47	5	0	0	27	0	0	0	0	65	150	0	0	0	27	0	65	0	0	0	0	0	0	0	73	0	0	3
assemblage-511-550	28	46	20	0	0	38	0	0	0	0	61	144	0	0	0	6	0	77	0	0	0	0	0	0	0	75	0	0	5
assemblage-565-445	90	62	0	0	0	0	0	0	0	0	13	97	56	0	0	0	0	27	0	0	28	0	0	0	0	126	0	0	1
assemblage-392-520	14	82	0	0	0	0	0	0	0	0	0	26	100	0	0	0	0	41	0	0	12	0	20	73	0	108	3	0	21
assemblage-529-483	0	79	12	23	0	6	0	5	0	0	69	95	0	16	0	0	15	61	0	0	0	0	0	0	0	92	0	0	27
assemblage-530-503	0	92	30	24	0	3	0	11	0	0	51	102	0	19	0	0	12	40	0	0	0	0	0	0	0	89	0	0	27
assemblage-663-385	6	67	12	27	0	6	7	18	0	0	49	122	0	10	0	0	10	54	0	0	0	0	0	0	0	97	0	0	15
assemblage-548-384	19	44	5	15	0	41	0	13	0	0	76	165	0	8	0	8	0	33	0	0	0	0	0	0	6	62	0	0	5
assemblage-499-650	141	50	0	0	0	10	0	0	0	0	47	80	0	0	0	3	0	67	0	0	0	0	0	0	0	99	0	0	3
assemblage-291-504	0	80	23	32	0	4	0	8	0	0	71	117	0	15	0	0	12	55	0	0	0	0	0	0	0	71	0	0	12
assemblage-436-466	107	117	0	0	0	0	0	0	0	0	0	56	96	0	0	0	0	22	0	0	43	0	0	5	0	48	0	0	6
assemblage-502-519	13	74	0	0	0	0	0	0	10	0	0	24	100	0	0	0	0	22	0	0	22	0	16	77	0	119	17	0	6
assemblage-529-551	15	95	0	0	0	0	0	0	10	0	0	32	87	0	0	0	0	21	0	0	14	0	28	66	0	110	13	0	9
assemblage-472-658	15	42	3	18	0	24	0	0	0	0	68	149	0	20	0	8	0	33	0	0	0	0	0	0	11	104	0	0	5
assemblage-521-552	41	67	0	0	0	0	0	0	0	0	0	62	115	0	0	0	0	22	0	0	47	0	9	45	0	73	13	0	6
assemblage-507-435	27	75	0	0	0	0	0	0	0	0	0	66	124	0	0	0	0	23	0	0	42	0	4	37	0	90	10	0	2
assemblage-521-555	16	37	0	20	0	36	0	0	0	0	80	156	0	20	0	4	0	40	0	0	0	0	0	0	17	63	0	0	11
assemblage-444-561	112	39	0	0	0	13	0	0	0	0	30	117	0	0	0	0	0	58	0	0	0	0	0	0	0	117	0	0	14
assemblage-463-336	18	29	4	16	0	22	0	0	0	0	94	165	0	23	0	11	0	33	0	0	0	0	0	0	7	63	0	0	15
assemblage-384-352	25	38	5	25	0	13	0	0	0	0	78	173	0	6	0	14	0	48	0	0	0	0	0	0	8	63	0	0	4
assemblage-527-523	120	41	0	0	0	11	0	0	0	0	52	90	0	0	0	0	0	64	0	0	0	0	0	0	0	116	0	0	6
assemblage-432-479	159	13	0	0	0	0	0	0	0	0	58	76	25	0	0	0	0	66	0	0	13	0	0	0	0	89	0	0	1
assemblage-544-611	20	79	0	0	0	0	0	0	0	0	0	43	66	0	0	0	0	17	0	0	16	0	30	79	0	126	16	0	8
assemblage-550-465	18	45	15	19	0	26	0	0	0	0	68	152	0	11	0	0	0	42	0	0	0	0	0	0	8	84	0	0	12
assemblage-478-546	112	65	0	0	5	22	0	0	0	0	36	82	0	0	0	9	0	71	0	0	0	0	0	0	0	94	0	0	4
assemblage-557-394	114	75	0	0	0	0	0	0	0	0	23	85	54	0	0	0	0	23	0	0	27	0	0	0	0	96	0	0	3
assemblage-371-326	135	49	0	0	0	0	0	0	0	0	19	81	58	0	0	0	0	26	0	0	25	0	0	0	0	97	0	0	10
assemblage-377-570	128	38	0	0	0	7	0	0	0	0	33	93	0	0	0	0	0	59	0	0	0	0	0	0	0	137	0	0	5
assemblage-390-415	27	37	6	14	0	17	0	0	0	0	73	157	0	17	0	18	0	42	0	0	0	0	0	0	10	72	0	0	10
assemblage-394-439	166	13	0	0	0	0	0	0	0	0	54	65	17	0	0	0	0	80	0	0	5	0	0	0	0	98	0	0	2
assemblage-649-566	41	85	0	0	0	0	0	0	0	0	0	80	91	0	0	0	0	21	0	0	41	0	3	35	0	80	17	0	6
assemblage-603-296	20	41	9	36	0	21	0	0	0	0	55	177	0	14	0	5	0	33	0	0	0	0	0	0	9	76	0	0	4
assemblage-538-178	38	76	0	0	0	0	0	0	0	0	0	68	96	0	0	0	0	18	0	0	37	0	10	58	0	85	10	0	4
assemblage-641-489	46	56	0	0	0	0	0	0	0	0	0	69	111	0	0	0	0	27	0	0	50	0	3	33	0	88	14	0	3
assemblage-616-551	135	55	0	0	0	0	0	0	0	0	27	80	54	0	0	0	0	20	0	0	27	0	0	0	0	102	0	0	0
assemblage-418-418	100	98	0	0	0	0	0	0	0	0	0	84	90	0	0	0	0	26	0	0	34	0	0	12	0	52	0	0	4
assemblage-587-430	145	15	0	0	0	0	0	0	0	0	54	67	11	0	0	0	0	69	0	0	11	0	0	0	0	120	0	0	8
assemblage-318-446	7	84	0	0	0	0	0	0	7	0	0	30	105	0	0	0	0	19	0	0	11	0	15	82	0	119	19	0	2
assemblage-591-436	45	43	14	0	0	38	0	0	0	0	64	143	0	0	0	18	0	59	0	0	0	0	0	0	0	74	0	0	2
assemblage-296-526	5	101	25	25	0	0	0	4	0	0	67	115	0	17	0	0	15	49	0	0	0	0	0	0	0	59	0	0	18
assemblage-266-508	38	80	0	0	0	0	0	0	0	0	0	74	130	0	0	0	0	16	0	0	19	0	8	42	0	79	13	0	1
assemblage-695-531	139	38	0	0	0	3	0	0	0	0	34	89	0	0	0	0	0	69	0	0	0	0	0	0	0	124	0	0	4
assemblage-388-522	82	57	0	0	8	18	0	0	0	0	31	110	0	0	0	8	0	73	0	0	0	0	0	0	0	111	0	0	2
assemblage-402-587	93	88	0	0	0	0	0	0	0	0	0	87	79	0	0	0	0	23	0	0	60	0	0	9	0	55	0	0	6
assemblage-648-678	16	37	1	20	0	28	0	0	0	0	86	151	0	15	0	17	0	29	0	0	0	0	0	0	8	80	0	0	12
assemblage-457-430	11	50	0	25	0	23	0	6	0	0	61	171	0	11	0	3	0	40	0	0	0	0	0	0	0	88	0	0	11
assemblage-676-543	37	47	13	0	0	36	0	0	0	0	60	150	0	0	0	17	0	65	0	0	0	0	0	0	0	70	0	0	5
assemblage-518-329	100	71	0	0	4	19	0	0	0	0	29	106	0	0	0	12	0	73	0	0	0	0	0	0	0	77	0	0	9
assemblage-658-550	120	59	0	0	0	0	0	0	0	0	26	70	55	0	0	0	0	21	0	0	34	0	0	0	0	112	0	0	3
assemblage-720-545	0	89	12	22	0	11	0	13	0	7	50	126	0	18	0	0	8	46	0	0	0	0	0	0	0	81	0	0	17
assemblage-413-510	129	41	0	0	0	7	0	0	0	0	31	98	0	0	0	0	0	75	0	0	0	0	0	0	0	115	0	0	4
assemblage-417-539	98	82	0	0	0	0	0	0	0	0	0	89	94	0	0	0	0	19	0	0	54	0	0	7	0	50	0	0	7
assemblage-549-367	31	69	0	0	0	0	0	0	0	0	0	60	137	0	0	0	0	26	0	0	40	0	6	45	0	74	9	0	3
assemblage-649-269	8	82	0	0	0	0	0	0	0	0	0	25	80	0	0	0	0	19	0	0	26	0	37	54	0	143	15	0	11
assemblage-685-459	143	48	0	0	0	0	0	0	0	0	25	86	56	0	0	0	0	22	0	0	16	0	0	0	0	101	0	0	3
assemblage-405-228	138	51	0	0	0	6	0	0	0	0	24	85	0	0	0	0	0	59	0	0	0	0	0	0	0	127	0	0	10
assemblage-405-545	129	53	0	0	0	0	0	0	0	0	30	74	51	0	0	0	0	20	0	0	23	0	0	0	0	119	0	0	1
assemblage-549-340	33	59	0	0	0	0	0	0	0	0	0	55	115	0	0	0	0	20	0	0	54	0	4	50	0	94	9	0	7
assemblage-532-424	12	88	0	0	0	0	0	0	0	0	0	33	79	0	0	0	0	30	0	0	10	0	32	76	0	124	10	0	6
assemblage-559-455	8	78	27	27	0	7	0	11	0	8	63	119	0	9	0	0	17	53	0	0	0	0	0	0	0	67	0	0	6
assemblage-471-550	114	49	0	0	15	17	0	0	0	0	36	80	0	0	0	12	0	88	0	0	0	0	0	0	0	82	0	0	7
assemblage-617-323	83	59	0	0	0	15	0	0	0	0	33	97	0	0	0	17	0	90	0	0	0	0	0	0	0	93	0	0	13
assemblage-381-447	102	96	0	0	0	0	0	0	0	0	0	76	89	0	0	0	0	27	0	0	41	0	0	8	0	55	0	0	6
assemblage-457-537	150	43	0	0	0	9	0	0	0	0	29	86	0	0	0	0	0	55	0	0	0	0	0	0	0	119	0	0	9
assemblage-559-518	168	12	0	0	0	0	0	0	0	0	43	81	16	0	0	0	0	61	0	0	7	0	0	0	0	112	0	0	0
assemblage-441-323	115	63	0	0	0	0	0	0	0	0	23	74	61	0	0	0	0	16	0	0	37	0	0	0	0	108	0	0	3
assemblage-572-411	36	35	14	0	0	62	0	0	0	0	54	160	0	0	0	16	0	62	0	0	0	0	0	0	0	59	0	0	2
assemblage-470-601	0	80	24	30	0	7	0	21	0	0	53	113	0	14	0	0	16	55	0	0	0	0	0	0	0	73	0	0	14
assemblage-331-488	122	56	0	0	0	0	0	0	0	0	22	81	52	0	0	0	0	24	0	0	30	0	0	0	0	105	0	0	8
assemblage-456-628	131	51	0	0	0	4	0	0	0	0	37	74	0	0	0	0	0	59	0	0	0	0	0	0	0	140	0	0	4
assemblage-652-467	6	106	0	0	0	0	0	0	0	0	0	36	82	0	0	0	0	17	0	0	13	0	20	72	0	112	23	0	13
assemblage-643-414	123	56	0	0	0	0	0	0	0	0	28	82	63	0	0	0	0	24	0	0	25	0	0	0	0	94	0	0	5
assemblage-595-664	98	97	0	0	0	0	0	0	0	0	0	86	97	0	0	0	0	26	0	0	40	0	0	6	0	42	0	0	8
assemblage-401-535	0	92	23	25	0	8	0	13	0	0	50	103	0	21	0	0	11	49	0	0	0	0	0	0	0	91	0	0	14
assemblage-334-568	98	72	0	0	0	17	0	0	0	0	30	100	0	0	0	8	0	77	0	0	0	0	0	0	0	89	0	0	9
assemblage-340-439	14	73	0	0	0	0	0	0	8	0	0	42	70	0	0	0	0	23	0	0	18	0	28	78	0	127	15	0	4
assemblage-617-545	0	85	20	27	0	5	0	13	0	5	54	120	0	24	0	0	13	49	0	0	0	0	0	0	0	72	0	0	13
assemblage-546-560	15	41	10	28	0	24	0	0	0	0	60	161	0	20	0	0	0	31	0	0	0	0	0	0	6	86	0	0	18
assemblage-701-642	42	41	15	0	0	31	0	0	0	0	69	147	0	0	0	25	0	63	0	0	0	0	0	0	0	62	0	0	5
assemblage-644-557	28	57	18	0	0	35	0	0	0	0	72	135	0	0	0	10	0	55	0	0	0	0	0	0	0	86	0	0	4
assemblage-395-617	28	76	0	0	0	0	0	0	0	0	0	60	137	0	0	0	0	22	0	0	41	0	9	35	0	82	7	0	3
assemblage-366-456	0	107	21	31	0	8	0	6	0	0	71	88	0	23	0	0	13	42	0	0	0	0	0	0	0	72	0	0	18
assemblage-655-541	90	66	0	0	5	16	0	0	0	0	38	105	0	0	0	8	0	78	0	0	0	0	0	0	0	89	0	0	5
assemblage-493-392	45	43	9	0	0	33	0	0	0	0	60	159	0	0	0	26	0	50	0	0	0	0	0	0	0	71	0	0	4
assemblage-410-494	33	72	0	0	0	0	0	0	0	0	0	62	121	0	0	0	0	21	0	0	51	0	8	31	0	79	16	0	6
assemblage-545-352	28	37	8	0	0	50	0	0	0	0	64	138	0	0	0	18	0	63	0	0	0	0	0	0	0	93	0	0	1
assemblage-528-259	8	88	0	0	0	0	0	0	0	0	0	20	84	0	0	0	0	22	0	0	5	0	28	94	0	136	9	0	6
assemblage-390-298	102	85	0	0	0	0	0	0	0	0	36	78	71	0	0	0	0	19	0	0	20	0	0	0	0	84	0	0	5
assemblage-257-556	37	66	0	0	0	0	0	0	0	0	0	70	116	0	0	0	0	20	0	0	51	0	14	30	0	87	7	0	2
assemblage-380-571	138	39	0	0	0	0	0	0	0	0	31	90	51	0	0	0	0	20	0	0	14	0	0	0	0	117	0	0	0
assemblage-565-525	92	95	0	0	0	0	0	0	0	0	0	71	98	0	0	0	0	24	0	0	54	0	0	13	0	47	0	0	6
assemblage-462-687	15	32	8	12	0	23	0	9	0	0	57	175	0	19	0	5	0	44	0	0	0	0	0	0	13	84	0	0	4
assemblage-395-421	110	57	0	0	0	0	0	0	0	0	31	87	67	0	0	0	0	21	0	0	19	0	0	0	0	102	0	0	6
assemblage-489-343	195	19	0	0	0	0	0	0	0	0	53	62	17	0	0	0	0	49	0	0	3	0	0	0	0	102	0	0	0
assemblage-627-462	20	41	0	18	0	14	0	0	0	0	67	154	0	19	0	10	0	49	0	0	0	0	0	0	7	84	0	0	17
assemblage-584-383	29	85	0	0	0	0	0	0	0	0	0	56	116	0	0	0	0	22	0	0	37	0	2	31	0	108	13	0	1
assemblage-546-364	116	36	0	0	0	0	0	0	0	0	54	114	0	0	0	0	0	61	0	0	0	0	0	0	0	113	0	0	6
assemblage-499-459	33	40	14	0	0	37	0	0	0	0	78	136	0	0	0	20	0	52	0	0	0	0	0	0	0	85	0	0	5
assemblage-458-568	11	41	0	9	0	26	0	0	0	0	58	190	0	19	0	10	0	31	0	0	0	0	0	0	2	87	0	0	16
assemblage-551-626	48	39	14	0	0	37	0	0	0	0	66	145	0	0	0	18	0	46	0	0	0	0	0	0	0	84	0	0	3
assemblage-731-334	141	29	0	0	0	6	0	0	0	0	40	87	0	0	0	0	0	64	0	0	0	0	0	0	0	123	0	0	10
assemblage-645-438	163	26	0	0	0	0	0	0	0	0	52	67	13	0	0	0	0	61	0	0	7	0	0	0	0	111	0	0	0
assemblage-416-479	50	79	0	0	0	0	0	0	0	0	0	73	118	0	0	0	0	15	0	0	45	0	0	23	0	81	11	0	5
assemblage-663-438	17	95	0	0	0	0	0	0	0	0	0	24	80	0	0	0	0	34	0	0	10	0	19	80	0	112	18	0	11
assemblage-511-565	132	37	0	0	0	0	0	0	0	0	38	94	0	0	0	0	0	67	0	0	0	0	0	0	0	122	0	0	10
assemblage-521-511	0	73	28	35	0	11	0	7	0	0	56	104	0	14	0	0	11	46	0	0	0	0	0	0	0	95	0	0	20
assemblage-618-649	93	92	0	0	0	0	0	0	0	0	0	68	101	0	0	0	0	35	9	0	44	0	0	0	0	49	0	0	9
assemblage-305-539	119	64	0	0	0	0	0	0	0	0	10	91	52	0	0	0	0	24	0	0	32	0	0	0	0	107	0	0	1
assemblage-576-492	118	38	0	0	0	9	0	0	0	0	36	97	0	0	0	0	0	69	0	0	0	0	0	0	0	123	0	0	10
assemblage-454-498	14	37	0	19	0	33	0	0	0	0	84	183	0	9	0	5	0	35	0	0	0	0	0	0	7	64	0	0	10
assemblage-387-655	94	88	0	0	0	0	0	0	0	0	0	73	106	0	0	0	0	21	0	0	45	0	0	10	0	55	0	0	8
assemblage-565-418	127	43	0	0	0	6	0	0	0	0	35	113	0	0	0	0	0	66	0	0	0	0	0	0	0	102	0	0	8
assemblage-441-399	121	41	0	0	0	3	0	0	0	0	25	122	0	0	0	0	0	70	0	0	0	0	0	0	0	110	0	0	8
assemblage-659-658	185	9	0	0	0	0	0	0	0	0	57	63	12	0	0	0	0	65	0	0	8	0	0	0	0	99	0	0	2
assemblage-328-461	105	69	0	0	6	13	0	0	0	0	32	117	0	0	0	4	0	58	0	0	0	0	0	0	0	84	0	0	12
assemblage-405-561	0	85	23	29	0	8	0	7	0	7	71	112	0	15	0	0	9	54	0	0	0	0	0	0	0	72	0	0	8
assemblage-392-423	128	46	0	0	0	0	0	0	0	0	29	93	0	0	0	0	0	67	0	0	0	0	0	0	0	122	0	0	15
assemblage-662-436	20	36	6	21	0	29	0	0	0	0	58	177	0	6	0	5	0	44	0	0	0	0	0	0	13	72	0	0	13
assemblage-342-496	104	85	0	0	0	0	0	0	0	0	0	86	91	0	0	0	0	35	0	0	39	0	0	3	0	46	0	0	11
assemblage-496-480	44	45	11	0	0	51	0	0	0	0	52	155	0	0	0	19	0	59	0	0	0	0	0	0	0	59	0	0	5
assemblage-577-441	134	59	0	0	0	0	0	0	0	0	19	92	35	0	0	0	0	29	0	0	23	0	0	0	0	106	0	0	3
assemblage-425-523	115	73	0	0	0	0	0	0	0	0	21	80	51	0	0	0	0	18	0	0	26	0	0	0	0	114	0	0	2
assemblage-473-507	47	44	14	0	0	29	0	0	0	0	67	155	0	0	0	17	0	56	0	0	0	0	0	0	0	68	0	0	3
assemblage-448-485	162	45	0	0	0	5	0	0	0	0	36	96	0	0	0	0	0	60	0	0	0	0	0	0	0	86	0	0	10
assemblage-566-327	0	86	16	23	0	11	0	8	0	4	71	95	0	17	0	0	10	52	0	8	0	0	0	0	0	84	0	0	15
assemblage-385-572	0	74	18	39	0	4	0	5	0	9	54	110	0	24	0	0	16	39	0	0	0	0	0	0	0	95	0	0	13
assemblage-450-482	98	53	0	0	0	16	0	0	0	0	45	107	0	0	0	10	0	79	0	0	0	0	0	0	0	83	0	0	9
assemblage-527-553	166	9	0	0	0	0	0	0	0	0	49	75	14	0	0	0	0	70	0	0	5	0	0	0	0	109	0	0	3
assemblage-330-439	169	18	0	0	0	0	0	0	0	0	49	68	11	0	0	0	0	66	0	0	11	0	0	0	0	108	0	0	0
assemblage-687-461	33	50	16	0	0	30	0	0	0	0	79	140	0	0	0	23	0	58	0	0	0	0	0	0	0	65	0	0	6
assemblage-478-510	108	82	0	0	0	0	0	0	0	0	0	80	100	0	0	0	0	18	0	0	56	0	0	8	0	46	0	0	2
assemblage-410-427	49	67	0	0	0	0	0	0	0	0	0	67	116	0	0	0	0	15	0	0	48	0	5	39	0	81	13	0	0
assemblage-372-614	101	77	0	0	0	0	0	0	0	0	0	58	101	0	0	0	0	51	0	0	52	0	0	11	0	44	0	0	5
assemblage-330-618	14	101	0	0	0	0	0	0	0	0	0	38	73	0	0	0	0	31	0	0	22	0	24	78	0	94	20	0	5
assemblage-611-453	42	42	22	0	0	28	0	0	0	0	54	148	0	0	0	16	0	70	0	0	0	0	0	0	0	73	0	0	5
assemblage-455-462	127	59	0	0	0	0	0	0	0	0	22	81	51	0	0	0	0	26	0	0	24	0	0	0	0	106	0	0	4
assemblage-470-542	123	42	0	0	0	0	0	0	0	0	50	88	0	0	0	0	0	63	0	0	0	0	0	0	0	111	0	0	23
assemblage-494-612	150	11	0	0	0	0	0	0	0	0	66	57	14	0	0	0	0	68	0	0	6	0	0	0	0	127	0	0	1
assemblage-558-490	180	13	0	0	0	0	0	0	0	0	45	63	19	0	0	0	0	55	0	0	7	0	0	0	0	116	0	0	2
assemblage-513-431	0	72	19	26	0	4	0	6	0	0	76	95	0	17	0	0	18	67	0	0	0	0	0	0	0	86	0	0	14
assemblage-607-536	0	101	21	22	0	5	0	12	0	3	51	127	0	14	0	0	8	45	0	0	0	0	0	0	0	81	0	0	10
assemblage-627-483	121	67	0	0	0	0	0	0	0	0	24	66	59	0	0	0	0	31	0	0	14	0	0	0	0	114	0	0	4
assemblage-339-595	15	52	8	14	0	30	0	0	0	0	75	159	0	10	0	6	0	41	0	0	0	0	0	0	8	77	0	0	5
assemblage-326-635	11	98	0	0	0	0	0	0	5	0	0	33	86	0	0	0	0	31	0	0	9	0	25	64	0	119	6	9	4
assemblage-417-583	105	78	0	0	10	5	0	0	0	0	44	91	0	0	0	9	0	65	0	0	0	0	0	0	0	85	0	0	8
assemblage-581-624	43	44	15	0	0	38	0	0	0	0	71	116	0	0	0	9	0	75	0	0	0	0	0	0	0	88	0	0	1
assemblage-641-508	31	39	0	10	0	18	0	0	0	0	75	183	0	20	0	0	0	32	0	0	0	0	0	0	12	62	0	0	18
assemblage-451-444	32	70	0	0	0	0	0	0	0	0	0	56	128	0	0	0	0	25	0	0	47	0	7	37	0	82	13	0	3
assemblage-598-648	152	12	0	0	0	0	0	0	0	0	46	100	10	0	0	0	0	51	0	0	4	0	0	0	0	125	0	0	0
assemblage-433-652	24	34	0	12	0	28	0	0	0	0	85	160	0	8	0	12	0	35	0	0	0	0	0	0	5	85	0	0	12
assemblage-635-480	59	37	19	0	0	29	0	0	0	0	78	146	0	0	0	20	0	53	0	0	0	0	0	0	0	54	0	0	5
assemblage-534-385	119	60	0	0	0	0	0	0	0	0	14	94	55	0	0	0	0	22	0	0	16	0	0	0	0	117	0	0	3
assemblage-514-397	27	45	7	9	0	40	0	0	0	0	85	145	0	18	0	8	0	40	0	0	0	0	0	0	8	65	0	0	3
assemblage-491-522	139	46	0	0	0	0	0	0	0	0	41	84	0	0	0	9	0	53	0	0	0	0	0	0	0	118	0	0	10
assemblage-596-549	102	79	0	0	0	0	0	0	0	0	0	83	91	0	0	0	0	28	0	0	47	0	0	7	0	52	0	0	11
assemblage-477-268	38	45	15	2	0	33	0	0	0	0	76	169	0	0	0	17	0	47	0	0	0	0	0	0	0	56	0	0	2
assemblage-294-555	162	12	0	0	0	0	0	0	0	0	51	67	13	0	0	0	0	59	0	0	14	0	0	0	0	120	0	0	2
assemblage-422-456	104	50	0	0	0	18	0	0	0	0	37	86	0	0	0	11	0	90	0	0	0	0	0	0	0	93	0	0	11
assemblage-545-414	158	24	0	0	0	0	0	0	0	0	52	69	16	0	0	0	0	60	0	0	7	0	0	0	0	113	0	0	1
assemblage-541-414	158	25	0	0	0	0	0	0	0	0	44	62	11	0	0	0	0	66	0	0	6	0	0	0	0	127	0	0	1
assemblage-488-656	171	12	0	0	0	0	0	0	0	0	35	63	29	0	0	0	0	65	0	0	6	0	0	0	0	117	0	0	2
assemblage-389-410	20	50	6	31	0	16	0	0	0	0	63	162	0	17	0	15	0	26	0	0	0	0	0	0	7	82	0	0	5
assemblage-345-403	39	31	9	0	0	54	0	0	0	0	57	149	0	0	0	13	0	66	0	0	0	0	0	0	0	77	0	0	5
assemblage-483-276	97	62	0	0	0	9	0	0	0	0	28	102	0	0	0	3	0	93	0	0	0	0	0	0	0	91	0	0	15
assemblage-598-540	123	60	0	0	0	0	0	0	0	0	14	73	47	0	0	0	0	17	0	0	26	0	0	0	0	139	0	0	1
assemblage-508-408	142	31	0	0	0	12	0	0	0	0	46	79	0	0	0	0	0	62	0	0	0	0	0	0	0	122	0	0	6
assemblage-443-448	11	85	0	0	0	0	0	0	0	0	0	30	115	0	0	0	0	20	0	0	9	0	16	74	0	120	11	0	9
assemblage-441-558	7	79	0	0	0	0	0	0	1	0	0	35	77	0	0	0	0	20	0	0	21	0	35	80	0	121	20	0	4
