Assemblage_Name	7331787-9437906-5618134	0-1-2728887	2625495-1-5601131	0-1-4222711	0-974069-3	3057912-4896230-4	6398650-4260671-5051009	0-1-4732635	6167436-1-5601131	3057912-4896230-8884434	6398650-1-3	7331787-9437906-5370902	9959780-1-7803064	3057912-8591311-4	8393462-1-5601131	602166-1-3	0-4818949-6972757	0-2696675-4	3057912-6255-4	3-4-9788332	975224-4-3	3-9459879-3	4-3597431-0	4230492-1-3	3761695-4-4	0-1391069-3	0-4-4	0-1259377-3	2616939-1-3	7207564-4973896-2	0-1-3	0-2007087-3	3057912-5365268-4	0-2696675-8850800	6398650-4260671-3	6074209-1-3	0-9437906-5618134	0-4896230-4	4-5404745-4	0-1-9341684	8284509-4-6972757	0-9999074-3	0-3628458-5583335	0-9437906-4659995	6398650-3977221-3	9646874-8591311-4	0-9437906-4	9959780-1-5601131	7168821-3-0	6074209-1-1847895	0-4-8626505	0-2-3	4395834-1-3	7331787-1193013-5370902	1951731-1-3	7128016-4-3	4598959-1045261-3	0-2529758-3	3057912-7987929-4	4598959-1045261-3294223	0-3628458-3	3792328-1-3	3-4-3	6398650-4003576-3	6074209-1782625-3	0-4-6972757	3-3-2	0-3351640-3	3-6639941-3	6074209-1-1716439	6074209-1-2361698	3057912-4240925-4	3548957-4-9788332	3057912-8650264-4	2873775-1-3	6074209-1-1418581	5972225-2696675-4	4598959-2-3	4-9985702-0	0-1-127957	0-3676126-3	567623-4896230-4	4-0-4	0-6181148-291638	0-1748336-3	3876158-4260671-3	3-4-3731139	4-3-0	7128016-4-953810	1506304-4-9788332	7207564-1-2	7510104-4896230-4	0-4896230-291638	6074209-1-8331502	3-4-2455108	6074209-9190029-3	0-4-6891185	6074209-1-9061556	7331787-9451240-5370902	3057912-9583627-4	9959780-3339320-5601131	9003621-1-3	6074209-5462196-3	0-5527126-6972757
assemblage-616-507	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	25	0	0	0	70	0	0	0	0	72	0	43	0	0	0	0	0	12	0	0	53	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	11	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	20	0	0	22	0	0	0	0	0	11	0	0	0	0	0	0	38
assemblage-532-354	8	0	0	24	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	58	0	0	0	0	40	10	26	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	4	8	0	0	17	0	27	0	14	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	8	0	0	0	0	0	0	0	47	0	0	0	0	0	0	41
assemblage-363-547	0	0	0	23	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	6	40	0	0	0	0	67	11	40	4	0	0	0	0	7	0	0	26	0	0	0	0	24	0	0	0	0	7	0	0	0	16	0	31	0	0	18	0	0	0	0	10	0	0	0	0	0	7	13	0	0	0	0	0	0	0	0	5	18	0	0	33	0	0	0	0	0	14	0	0	0	0	0	0	31
assemblage-529-629	0	14	0	0	0	4	0	52	0	0	0	0	0	7	0	10	0	0	0	37	0	0	0	21	0	0	16	4	0	0	122	0	0	0	66	20	0	0	0	0	0	0	0	0	6	0	0	39	0	0	0	0	0	0	17	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	28
assemblage-707-574	0	0	0	0	0	30	0	38	0	0	0	0	0	14	0	0	0	0	0	16	0	0	0	29	0	9	42	0	0	0	142	0	0	0	34	23	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	5	0	0	0	16	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
assemblage-363-465	0	0	0	26	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	59	0	0	0	0	40	10	35	9	0	0	0	0	0	0	0	22	0	0	0	0	36	0	0	0	0	5	0	0	0	16	0	23	0	0	26	0	0	0	0	5	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	7	23	0	0	43	0	0	0	0	0	14	0	0	0	0	0	0	38
assemblage-368-631	0	0	0	0	0	118	0	25	0	19	7	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	12	0	0	0	146	0	0	0	8	58	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	25	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	34
assemblage-411-672	0	0	0	34	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	10	0	66	0	0	0	0	26	22	31	0	0	0	0	0	6	0	0	10	0	0	0	0	24	0	0	0	0	12	0	0	0	30	0	28	0	16	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	13	0	11	0	2	0	0	4	15	0	0	0	0	0	0	34
assemblage-348-464	0	0	0	24	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	52	0	0	0	0	27	23	36	0	0	0	0	0	5	0	0	11	0	0	0	0	7	0	0	0	0	9	0	0	0	31	0	39	0	9	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	15	0	14	0	0	0	0	0	23	0	0	0	0	0	0	47
assemblage-698-498	14	0	0	10	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	18	0	0	0	55	0	0	0	0	44	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	17	0	28	0	10	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	7	0	0	0	0	0	41	0	0	0	0	0	0	51
assemblage-497-493	0	0	0	13	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	6	47	0	0	0	0	64	8	23	16	0	0	0	0	12	0	0	24	0	0	0	0	19	0	0	0	0	0	0	0	0	9	0	50	0	0	4	0	0	0	0	0	0	0	0	0	0	10	17	0	0	0	0	0	0	0	0	5	20	0	0	44	0	0	0	0	0	7	0	0	0	0	0	0	44
assemblage-409-524	0	0	0	0	0	113	0	16	7	17	14	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	15	0	0	0	125	0	0	0	10	46	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	36	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	53
assemblage-696-326	0	0	0	16	0	9	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	31	0	0	0	63	0	0	0	0	79	9	28	0	0	0	0	0	7	0	0	62	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	12	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	21	0	0	18	0	0	0	0	0	6	0	0	0	0	0	0	35
assemblage-404-579	5	0	0	19	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	48	0	0	0	0	37	7	19	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	0	14	0	25	0	17	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	9	0	0	0	52	0	0	0	0	0	0	38
assemblage-596-514	0	0	0	0	0	118	0	25	0	39	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	17	0	0	0	128	0	0	0	12	43	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	32	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	43
assemblage-387-549	0	0	0	0	0	74	0	13	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	17	0	0	67	0	0	0	103	0	0	0	30	22	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	27	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59
assemblage-612-665	0	0	0	0	0	24	0	43	0	0	0	0	0	5	0	6	0	0	0	19	0	0	0	32	0	10	41	0	0	0	127	0	0	0	50	25	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	9	0	0	0	19	0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
assemblage-432-615	8	0	0	26	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	54	0	0	0	0	31	9	31	0	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	22	0	30	0	16	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	5	0	0	0	46	0	0	0	0	0	0	42
assemblage-767-668	0	0	0	0	0	124	0	0	0	0	26	17	0	0	0	0	0	0	0	0	0	11	0	0	2	0	28	0	0	0	109	0	0	0	0	31	0	0	0	9	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0	0	0	0	0	0	0	0	46	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	4	0	0	3	0	38
assemblage-525-510	0	0	0	7	0	141	0	0	0	6	15	16	0	0	0	0	0	0	0	3	0	11	0	0	10	0	21	0	0	0	94	0	0	0	0	35	0	0	0	9	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	48
assemblage-543-479	0	0	0	0	0	128	0	14	0	22	3	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	12	0	0	0	146	0	0	0	7	37	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	30	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	57
assemblage-275-306	0	0	0	0	0	100	0	30	0	31	16	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	22	0	0	0	132	0	0	0	12	45	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	14	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	49
assemblage-436-616	0	3	0	0	0	8	0	43	0	0	0	0	0	10	0	9	0	0	0	47	0	0	0	11	0	0	15	7	0	0	157	0	0	0	66	15	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	11	0	0	0	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	47
assemblage-535-590	0	0	0	0	0	137	0	0	0	9	13	12	0	0	0	0	0	0	0	5	0	7	0	0	6	0	25	0	0	0	119	0	0	0	0	37	6	0	0	7	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	43
assemblage-496-517	0	0	0	23	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	8	0	59	0	0	0	0	26	28	48	0	0	0	0	0	9	0	0	10	0	0	0	0	15	0	0	0	0	6	0	0	0	15	0	40	0	11	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	15	11	0	8	0	0	0	0	0	15	0	0	0	0	0	0	35
assemblage-511-550	0	0	0	33	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	10	0	48	0	0	0	0	33	27	49	0	0	0	0	0	0	0	0	12	0	0	0	0	23	0	0	0	0	8	0	0	0	11	0	36	0	17	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	0	8	0	0	0	0	4	17	0	0	0	0	0	0	45
assemblage-565-445	0	0	0	0	0	122	0	18	0	27	9	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	20	0	0	0	118	0	0	0	7	58	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	53
assemblage-392-520	0	9	0	0	0	18	0	42	0	0	0	0	0	7	0	9	0	0	0	44	0	0	0	13	0	0	13	13	0	0	124	0	0	0	80	11	0	0	0	0	0	0	0	0	8	0	0	26	0	0	0	0	0	0	17	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	32
assemblage-529-483	0	0	0	15	0	11	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	42	0	0	0	60	0	0	0	0	81	11	33	0	0	0	0	0	10	0	0	42	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	13	0	0	0	0	0	0	0	0	20	0	0	0	0	4	0	0	0	0	18	0	0	13	0	0	0	0	0	16	0	0	0	0	0	0	28
assemblage-530-503	0	0	0	6	0	15	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	26	0	0	0	67	0	0	0	0	63	18	26	4	0	0	0	0	17	0	0	56	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	11	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14	0	0	22	0	0	0	0	0	10	0	0	0	0	0	0	36
assemblage-663-385	0	0	0	12	0	13	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	33	0	0	0	59	0	0	0	0	60	0	40	0	0	0	0	0	7	0	0	52	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	0	0	15	0	0	16	0	0	0	0	0	8	0	0	0	0	0	0	43
assemblage-548-384	0	0	0	19	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	65	0	0	0	0	61	12	35	9	0	0	0	0	8	0	0	32	0	0	0	0	31	0	0	0	0	0	0	0	0	14	0	31	0	0	7	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	8	12	0	0	29	0	0	0	0	0	10	0	0	0	0	0	0	38
assemblage-499-650	0	0	0	0	0	155	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	72	0	0	0	0	39	21	11	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	21	0	0	41	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	13	2	0	0	0	0	0	53
assemblage-291-504	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	25	0	0	0	74	0	0	0	0	57	12	33	0	0	0	0	0	9	0	0	53	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	18	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	31	0	0	19	0	0	0	0	0	13	0	0	0	0	0	0	26
assemblage-436-466	0	0	9	0	0	62	0	21	0	0	0	0	0	4	0	0	0	0	0	10	0	0	0	21	0	0	43	0	0	0	139	0	0	0	25	12	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	27	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	12	0	0	56
assemblage-502-519	0	6	0	0	0	15	3	50	0	0	0	0	0	13	0	6	0	0	0	42	0	0	0	9	0	0	11	16	0	0	134	0	0	0	86	7	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	15	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	39
assemblage-529-551	0	8	0	0	0	7	0	42	0	0	0	0	0	24	0	7	0	0	0	50	0	0	0	20	0	0	23	17	0	0	135	0	0	0	65	11	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	5	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
assemblage-472-658	0	0	0	14	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	65	0	0	0	0	55	6	38	3	0	0	0	0	6	0	0	23	0	0	0	0	21	0	0	0	0	8	0	0	0	16	0	36	0	0	13	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0	0	0	1	29	0	0	32	0	0	0	0	0	9	0	0	0	0	0	0	42
assemblage-521-552	0	0	0	0	0	38	0	32	0	0	0	0	0	7	0	7	0	0	0	24	0	0	0	27	0	7	32	0	0	0	166	0	0	0	48	21	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	5	7	0	0	0	12	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
assemblage-507-435	0	8	0	0	0	31	0	31	0	0	0	0	0	6	0	0	0	0	0	28	0	0	0	23	0	11	33	0	0	0	139	0	0	0	46	17	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	8	0	0	0	14	0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
assemblage-521-555	0	0	0	9	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	1	70	0	0	0	0	59	11	28	4	0	0	0	0	3	0	0	18	0	0	0	0	22	0	0	0	0	0	0	0	0	29	0	37	0	0	11	0	0	0	0	0	0	0	0	0	0	16	9	0	0	0	0	0	0	0	0	4	19	0	0	34	0	0	0	0	0	17	0	0	0	0	0	0	42
assemblage-444-561	0	0	0	7	0	117	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	74	0	0	0	0	50	10	16	0	8	13	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	28	0	0	28	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	14	0	0	0	0	0	0	47
assemblage-463-336	0	0	0	13	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	46	0	0	0	0	44	16	33	2	0	0	0	0	16	0	0	26	0	0	0	0	16	0	0	0	0	3	0	0	0	12	0	21	0	0	6	0	0	0	0	12	0	0	0	0	0	4	22	0	0	0	0	0	0	0	0	24	37	0	0	30	0	0	0	0	0	12	0	0	0	0	0	0	35
assemblage-384-352	0	0	0	16	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	5	63	0	0	0	0	63	21	48	5	0	0	0	0	15	0	0	24	0	0	0	0	13	0	0	0	0	0	0	0	0	13	0	30	0	0	10	0	0	0	0	0	0	0	0	0	0	12	21	0	0	0	0	0	0	0	0	5	19	0	0	36	0	0	0	0	0	6	0	0	0	0	0	0	32
assemblage-527-523	0	0	0	12	0	124	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	62	0	0	0	0	57	18	9	0	0	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	36	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	18	0	0	0	0	0	0	47
