Assemblage_Name	4311313-1-1	560582-2-3	4-2-1217201	4-4928965-389183	4-1855044-3	9933742-8293178-3	604331-4015794-3	9558298-4-1673008	8459744-4945363-3	5120561-4-9771747	604331-2-4068279	4-4928965-3	7643040-4130618-3	1-2716992-1	1-2797013-1	1-6741294-564269	1-1-5230112	604331-4337064-3	1-6741294-1	604331-7453782-3	604331-6717853-3	1-1-4094781	6676073-1-1	604331-2794522-3	5214153-4928965-3	604331-2-5745822	6163847-2-6150230	5105107-2-3	5757494-2-8887870	1-1-1	532629-1-2355527	8481438-6741294-1	3-6759064-9771747	389748-2-3	182399-2-3	9217412-2-3	3-4-9771747	2156946-2-3	4-1540072-3	1-9962896-5008345	9558298-4-4002004	6283426-1-1	4-2-4330278	7643040-2-3	1-1-504634	4-7922319-3	2358253-4223831-3	3-4-1835135	8112250-4223831-3	1693906-4223831-3	604331-3808188-3	4-2-5330859	4-2-8513002	9613616-6741294-1	1-1-5962191	4-8293178-3	604331-2-3313453	8112250-4223831-4250540	4-3-1	6163847-316571-6150230	604331-2-3	8459744-2-3	3284351-8293178-3	604331-2-4453874	604331-2-6150230	604331-4223831-3	604331-2-33272	9945068-2-1217201	1-9962896-1	4-8612548-3	4-2-8887870	5214153-3782495-3	1112316-6741294-1	4-2-3	4-2713390-3	101660-4-1	87394-2713390-3	3-4-1	4-2-5965832	4-8221299-3	604331-1892215-3	7532055-1-1	5974225-2-3	4-7157048-8887870	4-6608459-3	206039-2-4453874	4-3259795-3	4-4879630-3	2508702-2-3	5152703-2-4453874	8112250-9631308-3	4846036-1-1	4-3174934-3	4-3735627-3	1712632-8293178-3	1834093-6741294-1	6884934-2-3	6598386-4223831-3	2867109-2-4453874	532629-1-1	2204482-2-3	5180417-2-1217201	4-4359587-3	3-4-7842079	6055825-2-3	4-8913684-3	1-1-5131273	4-2-7155029	4433770-4-9771747
assemblage-941-247	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-882-392	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	94	0	0	0	0	0	0	0	11	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	28
assemblage-623-454	0	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	5	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-621-440	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-898-394	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	115	0	0	0	0	0	7	0	0	0	42	0	0	6	15	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	18	0	0	0	0	30	0	0	0	0	0	0	0	0	14
assemblage-720-910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	92	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	22	0	0	0	0	109	65	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
assemblage-237-258	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15
assemblage-687-249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	21	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	50	0	37	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	14	38	0	0	0	6	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	24
assemblage-642-861	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	99	0	0	0	8	0	7	0	0	0	0	19	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	64	7	0	0	0	0	0	0	13	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	24
assemblage-246-246	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	10
assemblage-759-877	0	0	62	0	0	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	14	9	0	0	0	0	0	0	0	12	0	0	0	152	0	0	0	38	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-759-874	0	0	52	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	12	22	0	0	0	0	0	0	0	28	0	0	0	131	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-923-236	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	13	0	0	0	0	0	0	105	0	0	0	0	0	8	0	0	0	46	0	0	0	9	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	23	12	0	0	0	36	0	0	0	0	0	0	0	0	15
assemblage-280-565	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	15	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	22	0	35	0	0	73	38	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	29
assemblage-628-854	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	81	0	0	0	19	0	6	0	0	0	0	28	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	4	0	0	84	9	0	0	0	0	0	0	10	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	21
assemblage-710-473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	9	9	0	0	0	0	0	0	6	0	0	35	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	34	8	0	38	0	0	0	0	0	0	0	0	171	0	0	0	7	0	0	0	0	0	18	0	0	87	0	0	0	0	0	0	0	0	0	15	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-277-528	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	80	0	12	0	0	74	27	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	13	0	26
assemblage-328-328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	135	0	0	0	0	0	0	0	6	0	0	0	0	0	0	12	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	163	0	0	0	34	35	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-630-846	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	71	0	11	0	0	98	37	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	26
assemblage-190-596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	49	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	26	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
assemblage-359-271	0	0	56	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	8	17	0	0	0	0	0	0	0	22	0	0	0	148	0	0	0	26	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-985-351	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	19	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	9	0	0	10	0	0	0	0	0	0	21	47	0	0	0	0	0	0	0	31	0	0	0	0	0	0	37	0	6	0	0	0	0	0	0	0	0	0	21
assemblage-597-671	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	62	0	0	0	0	0	35	0	0	0	0	0	0	131	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	16	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-460-153	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	47	0	0	0	0	0	27	0	0	0	0	0	0	128	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	18	0	0	0	0	0	0	0	0	0	0	0	33
assemblage-684-472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	18	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	43	0	15	0	0	0	0	0	0	0	0	145	0	0	0	6	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-689-477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	41	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	152	36	0	9	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-308-566	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
assemblage-471-340	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-922-687	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	74	0	0	7	7	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	22	0	0	0	0	33	0	0	0	0	0	0	0	0	21
assemblage-910-1006	0	0	21	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	27	0	0	0	6	0	0	16
assemblage-774-471	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	0	0	0	0	7	0	0	0	23	0	0	138	74	0	0	0	0	0	0	46	0	0	0	20	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-239-868	0	0	58	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	58	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0	0	0	0	0	0	16
assemblage-543-757	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	34	0	64	0	0	167	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	3	0	0	0	0	5	0	0	0	0	0	0	10
assemblage-615-216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-352-230	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	11	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	5	0	29	5	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-614-458	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-614-459	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
assemblage-598-655	0	0	11	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	105	0	0	16	0	0	38	0	0	0	14	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	14
assemblage-336-223	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	12	0	0	14	0	0	0	0	0	0	26	43	0	0	0	0	0	0	0	25	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-787-982	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	81	0	19	0	0	76	16	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	8	0	0	0	0	0	0	10	0	28
assemblage-637-842	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	101	0	0	0	6	0	11	0	0	0	0	15	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	89	6	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	27
assemblage-912-277	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	87	0	0	22	47	0	0	0	0	0	0	66	0	0	0	0	10	0	0	0	0	0	0	0	0	0	14	0	0	9	0	0	0	0	5	0	0	0	10
assemblage-167-585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	30	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	16	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-605-243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	51	0	0	0	0	0	0	0	0	5	0	70	0	4	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	10
assemblage-498-521	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	27	0	62	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	9	0	0	0	0	0	0	22
assemblage-594-235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	41	0	0	0	0	0	0	0	0	8	0	76	0	9	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	18
assemblage-694-256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	3	5	0	0	64	0	0	30	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	44	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
assemblage-160-161	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
assemblage-904-260	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	92	0	0	58	50	0	0	0	0	0	0	44	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	26
assemblage-206-182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-396-352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	47	0	0	129	8	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
assemblage-178-601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	42	0	0	0	0	0	0	14	0	0	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	15	0	0	50	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	53	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-165-927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	67	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
assemblage-712-891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	7	0	13	0	0	131	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	8	0	0	16	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-635-856	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	2	0	79	0	0	32	48	0	0	0	0	0	0	63	0	0	0	0	12	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	31
assemblage-412-358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	55	0	0	0	0	0	0	0	0	14	0	46	0	8	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	21
assemblage-319-550	0	0	0	0	0	0	0	6	0	0	0	63	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	12	0	12	0	0	35	46	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	18
