Assemblage_Name	1-5755206-3342467	780976-2-4	1-1-0	4-2-5568542	4-2-4866253	1-1-8074541	1-5755206-4	1-4-4	3-2-3	7310923-1731390-4	4841450-4-4	4133495-4-5015187	2-1-4	3-4-3	1-4-6220029	3-5828303-3	1-4-5015187	1-8079584-4	1-4-9027733	1-4-8659540	78621-4-4	3-6755336-4	4-4-1	3-2-4	3-4633007-4	1-4-4630326	4-2-4	7310923-1731390-3800288	8862870-4-4	9481554-6755336-4	4-1730379-4	9728930-4-4	7310923-1731390-5935682	1-4-9153831	1-4-8095603
assemblage-509-129	0	0	0	0	0	0	0	232	0	47	0	0	0	0	0	0	0	0	0	0	0	55	19	0	0	0	137	0	0	0	0	0	0	0	10
assemblage-233-168	17	0	0	0	0	0	15	66	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	110	0	0	0	0	0	0	0	4
assemblage-575-462	0	0	0	0	0	0	19	244	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	101	0	0	0	0	0	0	0	2
assemblage-247-170	18	0	0	0	0	0	17	61	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	144	0	0	0	0	0	0	0	2
assemblage-915-994	0	0	31	0	0	0	0	200	0	29	0	0	11	47	0	0	0	0	14	0	0	0	71	83	0	0	10	0	0	0	0	0	0	0	4
assemblage-903-862	0	0	0	0	0	0	0	219	0	9	0	0	0	0	0	0	0	0	0	0	0	99	14	0	0	0	153	0	0	0	0	0	0	0	6
assemblage-243-323	0	0	0	0	0	0	0	214	0	0	0	47	0	0	0	0	23	0	0	0	0	97	0	0	0	0	118	0	0	0	0	0	0	0	1
assemblage-218-797	0	0	0	0	0	0	0	162	0	0	0	17	0	0	0	0	0	0	0	0	0	191	0	0	0	2	114	0	0	0	0	0	0	13	1
assemblage-599-513	0	0	5	0	0	2	0	181	0	59	0	0	50	78	0	0	0	0	0	0	0	14	0	17	0	0	84	0	0	0	0	0	0	0	10
assemblage-361-291	0	0	0	0	0	0	0	164	0	29	0	0	0	0	0	0	0	0	0	7	0	15	89	0	0	0	187	0	0	0	0	0	0	0	9
assemblage-722-982	0	0	18	0	0	0	0	134	0	15	0	0	66	57	0	0	0	0	0	0	0	71	20	51	0	0	65	0	0	0	0	0	0	0	3
assemblage-412-850	0	0	0	0	0	0	0	135	0	0	0	10	0	0	0	0	4	0	0	0	0	60	0	0	0	0	278	0	0	0	0	0	0	0	13
assemblage-596-281	0	0	0	13	0	0	0	189	0	53	0	0	0	0	0	0	0	0	0	8	0	23	73	0	0	0	127	0	0	0	0	0	4	0	10
assemblage-731-474	0	0	19	0	0	0	0	145	0	19	0	0	53	54	0	0	0	0	0	0	0	65	26	43	0	0	73	0	0	0	0	0	0	0	3
assemblage-601-501	0	0	7	0	0	5	0	185	0	64	0	0	57	61	0	0	0	0	0	0	0	5	0	13	0	0	89	9	0	0	0	0	0	0	5
assemblage-421-842	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	212	31	0	0	0	133	0	0	0	0	0	0	0	0
assemblage-249-737	0	0	0	0	0	0	0	13	28	26	0	0	129	32	0	0	0	0	0	0	0	0	74	191	0	0	5	0	0	0	0	0	0	0	2
assemblage-810-118	0	0	11	0	0	0	0	128	0	38	0	0	0	58	0	38	0	0	0	0	0	60	150	16	0	0	0	0	0	0	0	0	0	0	1
assemblage-676-292	0	0	14	0	0	0	0	197	0	69	0	0	36	60	0	0	0	0	0	0	0	8	6	21	0	0	78	6	0	0	0	0	0	0	5
assemblage-367-320	21	0	0	0	0	0	14	49	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	120	0	0	0	0	0	0	0	2
assemblage-362-487	0	0	0	0	0	0	0	135	0	0	0	10	0	0	0	0	0	0	0	0	0	63	0	0	0	0	281	0	0	0	0	0	0	0	11
assemblage-347-470	0	0	0	0	0	0	0	198	0	0	0	62	0	0	0	0	33	0	0	0	0	110	0	0	0	0	96	0	0	0	0	0	0	0	1
assemblage-223-654	0	0	0	0	0	0	0	181	0	0	0	14	0	0	0	0	0	0	0	0	0	182	0	0	0	2	108	0	0	0	0	0	0	12	1
assemblage-734-991	0	0	7	0	0	0	0	129	0	12	0	0	57	75	0	0	0	0	0	0	0	88	32	33	0	0	66	0	0	0	0	0	0	0	1
assemblage-340-180	0	0	0	0	0	0	24	104	0	0	7	3	0	0	9	0	0	0	0	0	0	150	0	0	0	0	199	0	0	0	0	0	0	0	4
assemblage-251-956	0	0	0	0	0	0	0	304	0	48	0	0	0	7	0	23	0	0	0	0	0	66	16	0	0	0	32	0	0	0	0	0	0	0	4
assemblage-632-931	0	0	12	0	0	5	0	184	0	71	0	0	55	66	0	0	0	0	0	0	0	4	0	13	0	0	79	0	0	0	0	0	0	0	11
assemblage-757-602	0	0	0	0	0	0	0	302	0	47	0	0	0	12	0	30	0	0	0	0	0	53	8	0	0	0	45	0	0	0	0	0	0	0	3
assemblage-610-770	0	0	0	0	0	0	0	163	0	0	0	11	0	0	0	0	0	0	0	0	0	184	0	0	0	0	117	0	0	0	7	0	0	11	7
assemblage-239-733	0	0	0	0	0	0	0	25	24	21	0	0	107	45	0	0	0	0	0	0	0	0	101	161	0	0	12	0	0	0	0	0	0	0	4
assemblage-226-489	0	0	0	0	0	0	0	188	0	48	0	0	0	0	0	0	0	0	0	9	0	20	67	0	0	0	153	0	0	0	0	0	8	0	7
assemblage-618-925	0	0	0	0	0	0	0	159	0	62	0	0	35	21	0	0	0	0	0	0	0	0	63	135	0	0	10	0	0	0	0	0	0	0	15
assemblage-103-910	0	0	0	0	0	0	0	246	0	108	0	0	0	4	0	0	0	0	0	0	0	0	35	5	0	0	98	0	0	0	0	0	0	0	4
assemblage-365-492	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	145	0	0	0	0	0	0	0	6
assemblage-516-766	0	10	0	0	0	0	0	56	0	160	0	0	0	0	0	0	0	0	0	0	0	28	0	0	14	0	197	0	0	0	0	0	34	0	1
assemblage-606-504	0	0	7	0	0	0	0	187	0	54	0	0	43	18	0	0	0	0	0	0	0	0	60	122	0	0	7	0	0	0	0	0	0	0	2
assemblage-943-355	0	0	0	0	0	0	0	104	0	117	0	0	0	0	0	0	0	0	0	0	0	17	145	0	0	0	106	0	0	0	0	0	0	0	11
assemblage-110-907	0	0	0	0	0	0	0	242	0	104	0	0	0	8	0	0	0	0	0	0	0	0	36	16	0	0	92	0	0	0	0	0	0	0	2
assemblage-612-728	0	0	88	0	0	0	0	184	0	0	0	0	4	80	0	0	0	0	0	0	0	19	9	102	0	0	7	0	0	0	0	0	0	0	7
assemblage-222-939	0	0	0	0	0	0	0	293	0	36	0	0	0	12	0	28	0	0	0	0	0	69	16	0	0	0	44	0	0	0	0	0	0	0	2
assemblage-223-771	0	0	0	0	0	0	0	158	0	0	0	11	0	0	0	0	0	0	0	0	0	188	0	0	0	0	128	0	0	0	0	0	0	8	7
assemblage-230-174	14	0	0	0	0	0	19	63	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	139	0	0	0	0	0	0	0	8
assemblage-825-627	0	0	149	0	0	0	0	101	0	0	0	0	65	84	0	0	0	0	0	0	0	0	7	8	0	0	84	0	0	0	0	0	0	0	2
assemblage-815-115	0	0	21	0	0	0	0	296	0	0	0	0	5	48	0	0	0	0	0	0	0	19	47	0	0	0	52	0	0	0	0	0	0	0	12
assemblage-866-914	0	0	12	0	0	0	0	144	0	41	0	0	0	47	0	42	0	0	0	0	0	36	139	30	0	0	0	0	0	0	0	0	0	0	9
assemblage-943-359	0	23	0	42	0	0	0	169	0	57	0	0	0	0	0	8	0	0	0	0	0	7	8	0	4	0	174	0	0	0	0	0	8	0	0
assemblage-731-490	0	0	27	0	0	0	0	222	0	27	0	0	9	36	0	0	0	0	21	0	0	0	61	74	0	0	16	0	0	0	0	0	0	0	7
assemblage-218-462	0	10	0	45	0	0	0	180	0	24	0	0	0	0	0	5	0	0	0	0	0	16	24	0	0	0	181	0	0	0	0	0	7	0	8
assemblage-236-458	0	0	0	0	0	0	0	346	0	14	0	0	0	0	0	0	0	0	0	0	0	20	88	0	0	0	30	0	0	0	0	0	0	0	2
assemblage-358-487	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	177	0	0	0	0	0	0	0	6
assemblage-370-248	0	0	0	0	0	0	0	237	0	102	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	81	0	0	0	0	0	0	0	2
assemblage-212-161	0	0	0	0	8	0	9	210	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	44	0	0	0	0	38	0	0	3
assemblage-359-472	0	0	0	0	0	0	0	208	0	0	0	59	0	0	0	0	30	0	0	0	0	91	0	0	0	0	111	0	0	0	0	0	0	0	1
assemblage-352-687	0	0	0	0	0	0	0	120	0	25	0	0	0	0	0	0	18	0	0	0	0	137	54	0	0	0	146	0	0	0	0	0	0	0	0
assemblage-896-872	0	0	0	0	0	0	0	125	0	29	0	0	0	0	0	0	11	0	0	0	0	126	47	0	0	0	162	0	0	0	0	0	0	0	0
assemblage-818-651	0	0	147	0	0	0	0	100	0	0	0	0	104	71	0	0	0	0	0	0	0	0	5	0	0	0	71	0	0	0	0	0	0	0	2
assemblage-817-130	0	0	15	0	0	0	0	301	0	6	0	0	0	44	0	0	0	0	0	0	0	39	23	0	0	0	58	0	0	0	0	0	0	0	14
assemblage-228-644	0	0	0	0	0	0	30	99	0	0	0	14	0	0	9	0	0	0	0	0	0	143	0	0	0	0	197	0	0	0	0	0	0	0	8
assemblage-262-660	0	0	0	0	0	0	17	84	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	132	0	0	0	6	15	0	0	7
assemblage-261-342	0	0	0	0	0	0	4	127	0	0	0	9	0	0	0	0	0	0	0	0	0	73	0	0	0	0	274	0	0	0	0	0	0	0	13
assemblage-224-659	0	0	0	0	0	0	23	106	0	0	0	14	0	0	0	0	0	0	0	0	0	163	0	0	0	0	191	0	0	0	0	0	0	0	3
assemblage-909-972	0	0	13	0	0	0	0	231	0	45	0	0	0	55	0	0	0	0	0	0	0	75	52	17	0	0	0	0	0	0	0	0	0	0	12
assemblage-665-923	0	0	0	0	0	0	0	213	0	0	0	59	0	0	0	0	24	0	0	0	0	131	0	0	0	0	73	0	0	0	0	0	0	0	0
assemblage-752-603	0	16	0	0	0	0	0	60	0	144	0	0	0	0	0	0	0	0	0	0	0	28	0	0	22	0	193	0	0	0	0	0	35	0	2
assemblage-262-104	0	0	0	0	0	0	24	223	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	110	0	0	0	0	0	0	0	3
assemblage-858-890	0	0	32	0	0	0	0	219	0	79	0	0	0	4	0	0	0	0	0	0	0	48	28	32	0	0	51	0	0	0	0	0	0	0	7
assemblage-583-465	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	107	0	0	0	0	0	0	0	18
assemblage-258-727	0	0	0	0	0	0	0	11	17	19	0	0	122	36	0	0	0	0	0	0	0	0	92	191	0	0	9	0	0	0	0	0	0	0	3
assemblage-680-942	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	168	0	0	0	0	0	0	0	6
assemblage-594-508	0	0	0	0	0	0	0	178	0	59	0	0	7	16	0	0	0	0	0	0	0	104	41	79	0	0	11	0	0	0	0	0	0	0	5
assemblage-608-915	0	0	73	0	0	0	0	54	0	10	0	0	95	73	0	0	0	0	0	0	0	5	27	140	0	0	20	0	0	0	0	0	0	0	3
assemblage-339-716	0	0	0	0	0	0	0	157	0	62	0	0	41	12	0	0	0	0	0	0	0	0	67	147	0	0	5	0	0	0	0	0	0	0	9
assemblage-111-900	0	0	0	0	0	0	0	260	0	81	0	0	0	3	0	0	0	0	0	0	0	0	40	18	0	0	92	0	0	0	0	0	0	0	6
assemblage-608-767	0	0	0	0	0	0	18	87	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	146	0	0	0	5	13	0	0	4
assemblage-211-786	0	0	0	0	0	0	32	102	0	0	10	12	0	0	8	0	0	0	0	0	0	151	0	0	0	0	184	0	0	0	0	0	0	0	1
assemblage-247-716	0	0	0	0	0	0	0	7	25	21	0	0	121	33	0	0	0	0	0	0	0	0	93	178	0	0	17	0	0	0	0	0	0	0	5
assemblage-353-255	0	0	0	0	0	0	0	160	0	36	0	0	0	0	0	12	0	0	0	0	0	18	83	0	0	0	185	0	0	0	0	0	0	0	6
assemblage-621-771	0	0	0	0	0	0	19	84	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	161	0	0	0	4	7	0	0	1
assemblage-814-115	0	0	11	0	0	0	0	273	0	0	0	0	0	73	0	4	0	0	0	0	0	36	38	0	0	0	43	0	0	0	0	0	0	0	22
assemblage-613-289	0	0	0	0	0	0	0	110	0	119	0	0	0	0	0	0	0	0	0	0	0	12	138	0	0	0	107	0	0	0	0	0	0	0	14
assemblage-94-905	0	0	0	0	0	0	0	236	0	103	0	0	0	6	0	0	0	0	0	0	0	0	38	14	0	0	100	0	0	0	0	0	0	0	3
assemblage-578-483	0	0	0	0	0	0	30	209	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	125	0	0	0	0	0	0	0	1
assemblage-604-772	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	93	0	0	0	0	0	0	0	11
assemblage-370-702	0	0	8	0	0	0	0	145	0	60	0	0	9	16	0	0	0	0	0	0	0	98	41	106	0	0	8	0	0	0	0	0	0	0	9
assemblage-608-762	0	0	0	0	0	0	0	148	0	0	0	11	0	0	0	0	0	0	0	0	0	198	0	0	0	0	121	0	0	0	0	0	0	14	8
assemblage-826-115	0	0	16	0	0	0	0	300	0	0	0	0	0	50	0	0	0	0	0	0	0	27	33	0	0	0	58	0	0	0	0	0	0	0	16
assemblage-734-616	0	0	0	0	0	0	0	229	0	116	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	81	0	0	0	0	0	0	0	3
assemblage-914-974	0	0	83	0	0	0	0	176	0	0	0	0	0	86	0	0	0	0	0	0	0	43	7	92	0	0	5	0	0	0	0	0	0	0	8
assemblage-248-353	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	219	15	0	0	0	135	0	0	0	0	0	0	0	4
assemblage-492-657	0	0	0	0	0	0	0	112	0	123	0	0	143	74	0	0	0	0	0	0	0	0	10	6	0	0	31	0	0	0	0	0	0	0	1
assemblage-818-645	0	0	164	0	0	0	0	96	0	0	0	0	97	64	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	6
assemblage-262-106	0	0	0	0	5	0	11	216	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	46	0	0	0	0	38	0	0	5
assemblage-891-868	0	0	0	0	0	0	0	222	0	10	0	0	0	0	0	0	39	0	0	0	0	26	20	0	0	0	178	0	0	0	0	0	0	0	5
assemblage-502-119	0	0	0	0	0	0	0	227	0	44	0	0	0	0	0	0	0	0	0	0	0	51	21	0	0	0	150	0	0	0	0	0	0	0	7
assemblage-939-363	0	0	0	0	0	0	0	375	0	13	0	0	0	0	0	0	0	0	0	0	0	21	58	0	0	0	23	0	0	0	0	0	0	0	10
assemblage-620-507	0	0	0	0	0	0	0	189	0	64	0	0	46	16	0	0	0	0	0	0	0	0	70	91	0	0	19	0	0	0	0	0	0	0	5
assemblage-845-912	0	0	11	0	0	0	0	304	0	0	0	0	0	46	0	0	0	0	0	0	0	40	31	0	0	0	49	0	0	0	0	0	0	0	19
assemblage-249-343	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	233	18	0	0	0	144	0	0	0	0	0	0	0	6
assemblage-113-897	0	0	0	0	0	0	0	225	0	93	0	0	0	11	0	0	0	0	0	0	0	0	49	21	0	0	101	0	0	0	0	0	0	0	0
assemblage-725-980	0	0	20	0	0	0	0	134	0	15	0	0	43	54	0	0	0	0	0	0	0	100	27	41	0	0	64	0	0	0	0	0	0	0	2
assemblage-486-668	0	0	0	0	0	0	0	114	0	123	0	0	142	77	0	0	0	0	0	0	0	0	12	9	0	0	21	0	0	0	0	0	0	0	2
assemblage-393-317	19	0	0	0	0	0	11	51	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	150	0	0	0	0	0	0	0	4
assemblage-868-903	0	0	12	0	0	0	0	158	0	47	0	0	0	42	0	30	0	0	0	0	0	42	151	15	0	0	0	0	0	0	0	0	0	0	3
assemblage-482-665	0	0	0	0	0	0	0	118	0	116	0	0	141	77	0	0	0	0	0	0	0	0	10	11	0	0	27	0	0	0	0	0	0	0	0
assemblage-685-298	0	0	64	0	0	0	0	79	0	7	0	0	101	66	0	0	0	0	0	0	0	9	28	123	0	0	22	0	0	0	0	0	0	0	1
assemblage-602-930	0	0	8	0	0	11	0	189	0	53	0	0	68	57	0	0	0	0	0	0	0	8	0	18	0	0	74	7	0	0	0	0	0	0	7
assemblage-243-471	0	0	0	0	0	0	0	170	0	37	0	0	0	0	0	0	0	0	0	20	0	36	87	0	0	0	139	0	0	0	0	0	5	0	6
assemblage-746-471	0	0	69	0	0	0	0	199	0	0	0	0	6	64	0	0	0	0	0	0	0	47	0	100	0	0	0	0	0	0	0	0	0	0	15
assemblage-104-339	0	9	0	34	0	0	0	155	0	37	0	0	0	0	0	8	0	0	0	0	0	13	13	0	0	0	211	0	0	0	0	0	13	0	7
assemblage-748-479	0	0	18	0	0	0	0	173	0	60	0	0	0	74	0	0	0	0	0	0	0	62	45	39	0	0	15	0	0	0	0	0	0	0	14
assemblage-726-586	0	0	0	0	0	0	0	325	0	38	0	0	0	14	0	23	0	0	0	0	0	63	15	0	0	0	20	0	0	0	0	0	0	0	2
assemblage-523-751	0	0	0	0	0	0	0	166	0	44	0	0	0	0	0	0	0	0	0	0	0	11	80	0	0	0	188	0	0	0	0	0	0	0	11
assemblage-901-855	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	105	6	0	0	0	159	0	0	0	0	0	0	0	10
assemblage-247-99	0	0	0	0	0	0	29	237	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	121	0	0	0	0	0	0	0	4
