assemblage	easting	northing
assemblage-420-124	420	124
assemblage-420-142	420	142
assemblage-433-120	433	120
assemblage-429-117	429	117
assemblage-437-101	437	101
assemblage-423-115	423	115
assemblage-410-115	410	115
assemblage-412-413	412	413
assemblage-402-413	402	413
assemblage-390-425	390	425
assemblage-386-420	386	420
assemblage-389-408	389	408
assemblage-396-413	396	413
assemblage-391-432	391	432
assemblage-406-405	406	405
assemblage-502-692	502	692
assemblage-496-703	496	703
assemblage-513-707	513	707
assemblage-515-704	515	704
assemblage-517-700	517	700
assemblage-511-700	511	700
assemblage-526-705	526	705
assemblage-508-722	508	722
assemblage-1005-716	1005	716
assemblage-993-720	993	720
assemblage-1008-722	1008	722
assemblage-990-711	990	711
assemblage-991-720	991	720
assemblage-994-710	994	710
assemblage-990-744	990	744
assemblage-1006-705	1006	705
assemblage-443-195	443	195
assemblage-436-224	436	224
assemblage-443-206	443	206
assemblage-427-192	427	192
assemblage-451-195	451	195
assemblage-430-192	430	192
assemblage-438-205	438	205
assemblage-425-184	425	184
assemblage-431-760	431	760
assemblage-427-762	427	762
assemblage-443-762	443	762
assemblage-435-763	435	763
assemblage-421-768	421	768
assemblage-432-775	432	775
assemblage-427-778	427	778
assemblage-429-781	429	781
assemblage-460-382	460	382
assemblage-473-354	473	354
assemblage-468-361	468	361
assemblage-461-365	461	365
assemblage-457-369	457	369
assemblage-475-384	475	384
assemblage-466-364	466	364
assemblage-488-381	488	381
assemblage-805-423	805	423
assemblage-809-445	809	445
assemblage-779-409	779	409
assemblage-787-428	787	428
assemblage-791-421	791	421
assemblage-794-401	794	401
assemblage-800-398	800	398
assemblage-794-418	794	418
assemblage-972-268	972	268
assemblage-963-273	963	273
assemblage-961-281	961	281
assemblage-962-300	962	300
assemblage-974-263	974	263
assemblage-950-266	950	266
assemblage-958-295	958	295
assemblage-959-273	959	273
assemblage-281-720	281	720
assemblage-278-731	278	731
assemblage-272-732	272	732
assemblage-262-737	262	737
assemblage-264-747	264	747
assemblage-279-744	279	744
assemblage-275-727	275	727
assemblage-267-745	267	745
assemblage-601-285	601	285
assemblage-599-278	599	278
assemblage-588-284	588	284
assemblage-592-295	592	295
assemblage-590-275	590	275
assemblage-593-283	593	283
assemblage-586-303	586	303
assemblage-598-280	598	280
assemblage-376-844	376	844
assemblage-388-860	388	860
assemblage-382-848	382	848
assemblage-355-837	355	837
assemblage-379-824	379	824
assemblage-363-861	363	861
assemblage-370-847	370	847
assemblage-375-849	375	849
assemblage-176-500	176	500
assemblage-160-519	160	519
assemblage-166-517	166	517
assemblage-187-516	187	516
assemblage-164-524	164	524
assemblage-167-498	167	498
assemblage-172-503	172	503
assemblage-162-502	162	502
assemblage-249-264	249	264
assemblage-238-250	238	250
assemblage-235-258	235	258
assemblage-252-252	252	252
assemblage-243-260	243	260
assemblage-250-249	250	249
assemblage-246-243	246	243
assemblage-236-225	236	225
assemblage-97-538	97	538
assemblage-103-549	103	549
assemblage-98-541	98	541
assemblage-100-530	100	530
assemblage-100-545	100	545
assemblage-106-537	106	537
assemblage-102-526	102	526
assemblage-98-546	98	546
assemblage-787-755	787	755
assemblage-797-749	797	749
assemblage-803-761	803	761
assemblage-802-759	802	759
assemblage-802-744	802	744
assemblage-821-743	821	743
assemblage-827-761	827	761
assemblage-784-763	784	763
assemblage-672-668	672	668
assemblage-670-680	670	680
assemblage-693-664	693	664
assemblage-684-671	684	671
assemblage-672-669	672	669
assemblage-673-671	673	671
assemblage-695-686	695	686
assemblage-664-667	664	667
assemblage-792-473	792	473
assemblage-797-476	797	476
assemblage-796-465	796	465
assemblage-786-478	786	478
assemblage-788-470	788	470
assemblage-797-468	797	468
assemblage-795-450	795	450
assemblage-803-471	803	471
assemblage-751-631	751	631
assemblage-748-637	748	637
assemblage-770-637	770	637
assemblage-755-622	755	622
assemblage-757-617	757	617
assemblage-754-613	754	613
assemblage-752-617	752	617
assemblage-762-622	762	622
assemblage-420-685	420	685
assemblage-428-665	428	665
assemblage-424-664	424	664
assemblage-421-662	421	662
assemblage-430-681	430	681
assemblage-436-686	436	686
assemblage-424-663	424	663
assemblage-447-675	447	675
assemblage-917-808	917	808
assemblage-923-806	923	806
assemblage-919-801	919	801
assemblage-931-801	931	801
assemblage-917-785	917	785
assemblage-914-787	914	787
assemblage-923-801	923	801
assemblage-908-785	908	785
assemblage-813-103	813	103
assemblage-812-136	812	136
assemblage-800-130	800	130
assemblage-818-106	818	106
assemblage-795-100	795	100
assemblage-801-129	801	129
assemblage-802-123	802	123
assemblage-804-125	804	125
