assemblage	easting	northing
assemblage-472-658	472	658
assemblage-575-668	575	668
assemblage-673-568	673	568
assemblage-641-508	641	508
assemblage-665-426	665	426
assemblage-593-363	593	363
assemblage-561-368	561	368
assemblage-417-720	417	720
assemblage-504-537	504	537
assemblage-479-543	479	543
assemblage-348-489	348	489
assemblage-546-560	546	560
assemblage-708-415	708	415
assemblage-646-444	646	444
assemblage-603-296	603	296
assemblage-521-555	521	555
assemblage-384-352	384	352
assemblage-448-250	448	250
assemblage-514-397	514	397
assemblage-442-547	442	547
assemblage-485-386	485	386
assemblage-779-734	779	734
assemblage-419-619	419	619
assemblage-461-558	461	558
assemblage-636-465	636	465
assemblage-487-465	487	465
assemblage-701-642	701	642
assemblage-591-436	591	436
assemblage-545-352	545	352
assemblage-362-460	362	460
assemblage-483-393	483	393
assemblage-746-449	746	449
assemblage-333-495	333	495
assemblage-648-407	648	407
assemblage-611-453	611	453
assemblage-477-268	477	268
assemblage-497-532	497	532
assemblage-582-490	582	490
assemblage-665-539	665	539
assemblage-300-435	300	435
assemblage-348-464	348	464
assemblage-427-494	427	494
assemblage-605-444	605	444
assemblage-513-609	513	609
assemblage-635-480	635	480
assemblage-581-624	581	624
assemblage-551-626	551	626
assemblage-496-517	496	517
assemblage-345-403	345	403
assemblage-454-418	454	418
assemblage-364-569	364	569
assemblage-431-606	431	606
assemblage-460-451	460	451
assemblage-499-459	499	459
assemblage-508-652	508	652
assemblage-444-629	444	629
assemblage-496-480	496	480
assemblage-368-461	368	461
assemblage-649-294	649	294
assemblage-644-557	644	557
assemblage-643-624	643	624
assemblage-490-273	490	273
assemblage-606-385	606	385
assemblage-489-379	489	379
assemblage-572-411	572	411
assemblage-584-311	584	311
assemblage-539-252	539	252
assemblage-381-517	381	517
assemblage-435-407	435	407
assemblage-473-507	473	507
assemblage-424-443	424	443
assemblage-395-626	395	626
assemblage-490-423	490	423
assemblage-493-392	493	392
assemblage-687-461	687	461
assemblage-505-604	505	604
assemblage-415-358	415	358
assemblage-527-566	527	566
assemblage-471-212	471	212
assemblage-315-462	315	462
assemblage-348-355	348	355
assemblage-511-550	511	550
assemblage-446-389	446	389
assemblage-411-672	411	672
assemblage-676-543	676	543
assemblage-634-403	634	403
assemblage-617-323	617	323
assemblage-474-577	474	577
assemblage-634-469	634	469
assemblage-467-475	467	475
assemblage-340-403	340	403
assemblage-467-505	467	505
assemblage-387-535	387	535
assemblage-534-324	534	324
assemblage-550-679	550	679
assemblage-388-522	388	522
assemblage-630-432	630	432
assemblage-418-424	418	424
assemblage-417-425	417	425
assemblage-532-354	532	354
assemblage-497-574	497	574
assemblage-621-505	621	505
assemblage-404-579	404	579
assemblage-520-613	520	613
assemblage-337-459	337	459
assemblage-470-468	470	468
assemblage-432-615	432	615
assemblage-510-424	510	424
assemblage-554-618	554	618
assemblage-516-671	516	671
assemblage-422-506	422	506
assemblage-390-657	390	657
assemblage-334-568	334	568
assemblage-543-450	543	450
assemblage-488-519	488	519
assemblage-575-628	575	628
assemblage-358-519	358	519
assemblage-605-626	605	626
assemblage-528-503	528	503
assemblage-518-329	518	329
assemblage-422-456	422	456
assemblage-452-335	452	335
assemblage-433-512	433	512
assemblage-655-541	655	541
assemblage-548-431	548	431
assemblage-569-331	569	331
assemblage-494-453	494	453
assemblage-698-498	698	498
assemblage-584-362	584	362
assemblage-450-482	450	482
assemblage-309-501	309	501
assemblage-387-565	387	565
assemblage-464-478	464	478
assemblage-464-417	464	417
assemblage-653-581	653	581
assemblage-538-547	538	547
assemblage-646-432	646	432
assemblage-341-494	341	494
assemblage-328-461	328	461
assemblage-537-564	537	564
assemblage-649-515	649	515
assemblage-417-583	417	583
assemblage-471-550	471	550
assemblage-703-427	703	427
assemblage-493-401	493	401
assemblage-478-546	478	546
assemblage-483-276	483	276
assemblage-468-356	468	356
assemblage-376-551	376	551
assemblage-470-542	470	542
assemblage-556-482	556	482
assemblage-541-555	541	555
assemblage-506-749	506	749
assemblage-288-459	288	459
assemblage-550-443	550	443
assemblage-440-473	440	473
assemblage-457-537	457	537
assemblage-441-399	441	399
assemblage-494-697	494	697
assemblage-530-446	530	446
assemblage-614-636	614	636
assemblage-407-621	407	621
assemblage-536-566	536	566
assemblage-506-441	506	441
assemblage-364-572	364	572
assemblage-536-491	536	491
assemblage-586-500	586	500
assemblage-525-530	525	530
assemblage-540-521	540	521
assemblage-511-565	511	565
assemblage-424-495	424	495
assemblage-695-531	695	531
assemblage-407-612	407	612
assemblage-255-510	255	510
assemblage-405-228	405	228
assemblage-377-570	377	570
assemblage-413-510	413	510
assemblage-588-576	588	576
assemblage-576-492	576	492
assemblage-604-694	604	694
assemblage-565-418	565	418
assemblage-456-628	456	628
assemblage-448-485	448	485
assemblage-424-635	424	635
assemblage-392-423	392	423
assemblage-572-671	572	671
assemblage-580-466	580	466
assemblage-527-523	527	523
assemblage-500-422	500	422
assemblage-516-456	516	456
assemblage-576-508	576	508
assemblage-735-485	735	485
assemblage-702-733	702	733
assemblage-546-364	546	364
assemblage-456-495	456	495
assemblage-445-476	445	476
assemblage-480-528	480	528
assemblage-530-425	530	425
assemblage-731-334	731	334
assemblage-603-692	603	692
assemblage-519-486	519	486
assemblage-493-366	493	366
assemblage-444-561	444	561
assemblage-365-367	365	367
assemblage-498-583	498	583
assemblage-473-364	473	364
assemblage-508-408	508	408
assemblage-494-373	494	373
assemblage-485-380	485	380
assemblage-499-650	499	650
assemblage-491-522	491	522
assemblage-615-413	615	413
assemblage-579-537	579	537
assemblage-330-439	330	439
assemblage-467-608	467	608
assemblage-511-353	511	353
assemblage-613-404	613	404
assemblage-558-490	558	490
assemblage-617-450	617	450
assemblage-412-544	412	544
assemblage-344-439	344	439
assemblage-463-453	463	453
assemblage-499-597	499	597
assemblage-373-631	373	631
assemblage-645-438	645	438
assemblage-467-392	467	392
assemblage-515-587	515	587
assemblage-609-554	609	554
assemblage-227-549	227	549
assemblage-489-421	489	421
assemblage-587-430	587	430
assemblage-582-447	582	447
assemblage-545-414	545	414
assemblage-678-481	678	481
assemblage-598-648	598	648
assemblage-432-479	432	479
assemblage-434-460	434	460
assemblage-527-553	527	553
assemblage-578-596	578	596
assemblage-489-343	489	343
assemblage-365-560	365	560
assemblage-468-520	468	520
assemblage-561-413	561	413
assemblage-525-380	525	380
assemblage-571-521	571	521
assemblage-394-439	394	439
assemblage-494-612	494	612
assemblage-554-462	554	462
assemblage-559-518	559	518
assemblage-488-656	488	656
assemblage-541-414	541	414
assemblage-722-650	722	650
assemblage-407-654	407	654
assemblage-659-658	659	658
assemblage-524-415	524	415
assemblage-615-470	615	470
assemblage-593-334	593	334
assemblage-767-668	767	668
assemblage-509-331	509	331
assemblage-631-625	631	625
assemblage-535-590	535	590
assemblage-294-555	294	555
assemblage-607-312	607	312
assemblage-505-312	505	312
assemblage-702-358	702	358
assemblage-616-477	616	477
assemblage-525-510	525	510
assemblage-581-468	581	468
assemblage-332-527	332	527
assemblage-496-588	496	588
assemblage-606-491	606	491
assemblage-494-372	494	372
assemblage-326-573	326	573
assemblage-489-537	489	537
assemblage-388-516	388	516
assemblage-687-637	687	637
assemblage-324-504	324	504
assemblage-348-558	348	558
assemblage-423-730	423	730
assemblage-627-483	627	483
assemblage-432-660	432	660
assemblage-635-521	635	521
assemblage-371-326	371	326
assemblage-543-479	543	479
assemblage-331-488	331	488
assemblage-598-540	598	540
assemblage-504-681	504	681
assemblage-685-459	685	459
assemblage-664-814	664	814
assemblage-348-555	348	555
assemblage-658-550	658	550
assemblage-386-549	386	549
assemblage-599-337	599	337
assemblage-619-552	619	552
assemblage-447-520	447	520
assemblage-613-581	613	581
assemblage-425-523	425	523
assemblage-435-567	435	567
assemblage-349-494	349	494
assemblage-380-571	380	571
assemblage-305-539	305	539
assemblage-455-462	455	462
assemblage-532-742	532	742
assemblage-577-441	577	441
assemblage-470-433	470	433
assemblage-543-638	543	638
assemblage-534-591	534	591
assemblage-510-497	510	497
assemblage-389-481	389	481
assemblage-368-631	368	631
assemblage-627-533	627	533
assemblage-485-592	485	592
assemblage-596-514	596	514
assemblage-524-551	524	551
assemblage-444-611	444	611
assemblage-565-445	565	445
assemblage-505-378	505	378
assemblage-395-421	395	421
assemblage-534-385	534	385
assemblage-520-525	520	525
assemblage-409-524	409	524
assemblage-643-414	643	414
assemblage-557-394	557	394
assemblage-630-718	630	718
assemblage-494-424	494	424
assemblage-401-274	401	274
assemblage-621-693	621	693
assemblage-619-790	619	790
assemblage-462-633	462	633
assemblage-394-542	394	542
assemblage-616-551	616	551
assemblage-576-481	576	481
assemblage-441-323	441	323
assemblage-405-545	405	545
assemblage-546-587	546	587
assemblage-275-306	275	306
assemblage-489-624	489	624
assemblage-437-342	437	342
assemblage-619-342	619	342
assemblage-390-298	390	298
assemblage-563-581	563	581
assemblage-336-342	336	342
assemblage-402-587	402	587
assemblage-478-510	478	510
assemblage-392-579	392	579
assemblage-404-560	404	560
assemblage-618-649	618	649
assemblage-491-505	491	505
assemblage-483-389	483	389
assemblage-529-325	529	325
assemblage-478-397	478	397
assemblage-511-498	511	498
assemblage-634-715	634	715
assemblage-444-552	444	552
assemblage-372-614	372	614
assemblage-419-395	419	395
assemblage-528-554	528	554
assemblage-522-542	522	542
assemblage-360-364	360	364
assemblage-543-670	543	670
assemblage-435-464	435	464
assemblage-571-480	571	480
assemblage-340-463	340	463
assemblage-567-372	567	372
assemblage-589-392	589	392
assemblage-230-538	230	538
assemblage-595-551	595	551
assemblage-481-478	481	478
assemblage-334-574	334	574
assemblage-610-367	610	367
assemblage-724-494	724	494
assemblage-486-416	486	416
assemblage-555-586	555	586
assemblage-573-436	573	436
assemblage-531-500	531	500
assemblage-387-549	387	549
assemblage-342-496	342	496
assemblage-512-682	512	682
assemblage-641-457	641	457
assemblage-664-563	664	563
assemblage-436-466	436	466
assemblage-623-440	623	440
assemblage-477-558	477	558
assemblage-696-222	696	222
assemblage-595-664	595	664
assemblage-556-572	556	572
assemblage-575-573	575	573
assemblage-424-529	424	529
assemblage-510-526	510	526
assemblage-381-447	381	447
assemblage-454-506	454	506
assemblage-536-322	536	322
assemblage-418-418	418	418
assemblage-565-525	565	525
assemblage-387-655	387	655
assemblage-442-377	442	377
assemblage-553-606	553	606
assemblage-504-504	504	504
assemblage-484-666	484	666
assemblage-459-453	459	453
assemblage-596-549	596	549
assemblage-678-696	678	696
assemblage-779-542	779	542
assemblage-596-533	596	533
assemblage-417-539	417	539
assemblage-311-407	311	407
assemblage-343-490	343	490
assemblage-551-726	551	726
assemblage-539-470	539	470
assemblage-392-436	392	436
assemblage-609-260	609	260
assemblage-517-425	517	425
assemblage-649-566	649	566
assemblage-266-508	266	508
assemblage-486-512	486	512
assemblage-639-638	639	638
assemblage-681-571	681	571
assemblage-544-701	544	701
assemblage-465-544	465	544
assemblage-415-593	415	593
assemblage-562-454	562	454
assemblage-612-665	612	665
assemblage-584-383	584	383
assemblage-402-473	402	473
assemblage-451-444	451	444
assemblage-549-367	549	367
assemblage-707-574	707	574
assemblage-503-562	503	562
assemblage-495-537	495	537
assemblage-521-552	521	552
assemblage-540-571	540	571
assemblage-395-617	395	617
assemblage-569-452	569	452
assemblage-257-556	257	556
assemblage-556-407	556	407
assemblage-507-435	507	435
assemblage-469-395	469	395
assemblage-598-466	598	466
assemblage-522-513	522	513
assemblage-410-427	410	427
assemblage-439-556	439	556
assemblage-582-448	582	448
assemblage-457-385	457	385
assemblage-634-495	634	495
assemblage-541-557	541	557
assemblage-535-477	535	477
assemblage-544-495	544	495
assemblage-518-554	518	554
assemblage-413-336	413	336
assemblage-549-340	549	340
assemblage-430-391	430	391
assemblage-684-458	684	458
assemblage-538-178	538	178
assemblage-617-425	617	425
assemblage-662-471	662	471
assemblage-641-489	641	489
assemblage-416-479	416	479
assemblage-593-417	593	417
assemblage-410-494	410	494
assemblage-445-389	445	389
assemblage-459-495	459	495
assemblage-579-563	579	563
assemblage-620-556	620	556
assemblage-402-661	402	661
assemblage-459-431	459	431
assemblage-384-343	384	343
assemblage-611-523	611	523
assemblage-401-452	401	452
assemblage-478-729	478	729
assemblage-462-580	462	580
assemblage-443-448	443	448
assemblage-473-589	473	589
assemblage-663-438	663	438
assemblage-657-503	657	503
assemblage-591-544	591	544
assemblage-507-514	507	514
assemblage-531-387	531	387
assemblage-502-519	502	519
assemblage-580-655	580	655
assemblage-610-516	610	516
assemblage-318-446	318	446
assemblage-553-459	553	459
assemblage-531-470	531	470
assemblage-392-520	392	520
assemblage-700-366	700	366
assemblage-368-468	368	468
assemblage-581-474	581	474
assemblage-500-400	500	400
assemblage-356-528	356	528
assemblage-620-558	620	558
assemblage-517-514	517	514
assemblage-520-586	520	586
assemblage-633-584	633	584
assemblage-515-436	515	436
assemblage-340-439	340	439
assemblage-614-342	614	342
assemblage-433-587	433	587
assemblage-414-450	414	450
assemblage-571-570	571	570
assemblage-550-455	550	455
assemblage-562-542	562	542
assemblage-627-615	627	615
assemblage-330-618	330	618
assemblage-535-409	535	409
assemblage-383-552	383	552
assemblage-441-558	441	558
assemblage-584-478	584	478
assemblage-504-605	504	605
assemblage-326-635	326	635
assemblage-649-269	649	269
assemblage-652-467	652	467
assemblage-539-478	539	478
assemblage-462-573	462	573
assemblage-599-524	599	524
assemblage-528-259	528	259
assemblage-559-406	559	406
assemblage-438-372	438	372
assemblage-429-313	429	313
assemblage-499-594	499	594
assemblage-584-407	584	407
assemblage-484-480	484	480
assemblage-529-629	529	629
assemblage-382-587	382	587
assemblage-599-491	599	491
assemblage-562-460	562	460
assemblage-529-551	529	551
assemblage-544-611	544	611
assemblage-532-424	532	424
assemblage-532-375	532	375
assemblage-631-375	631	375
assemblage-436-616	436	616
assemblage-557-369	557	369
assemblage-311-422	311	422
